segment_id,node,description,parent,created_at
4320d438-97d7-4d5d-be85-3f8ac3b0fc72,Node-83,Segment description 215,Parent-81,2025-03-14 17:55:32
df377c1e-7ed4-4500-a0e0-15c9fc406613,Node-208,Segment description 341,Parent-14,2025-03-14 17:55:32
0c78fe94-6c26-4d12-bd98-9f9655dc2323,Node-15,Segment description 839,Parent-69,2025-03-14 17:55:32
15e261bb-1d4c-44e9-b4a3-27ffbdacd12e,Node-512,Segment description 152,Parent-78,2025-03-14 17:55:32
88331b5c-3b47-40d6-b77a-ece0b9177b0d,Node-248,Segment description 355,Parent-61,2025-03-14 17:55:32
d7a0161e-0b70-4ee6-bf83-2c03c1333bce,Node-813,Segment description 351,Parent-60,2025-03-14 17:55:32
93b2002f-95c1-48b6-880a-615440c04b97,Node-451,Segment description 410,Parent-43,2025-03-14 17:55:32
46dda31f-bff8-4769-86d9-74cf42f6a29f,Node-237,Segment description 791,Parent-80,2025-03-14 17:55:32
2e5d7e88-ae37-4429-8817-a42605466f1f,Node-963,Segment description 783,Parent-55,2025-03-14 17:55:32
6c9c06e0-77c9-494d-818c-095937be579c,Node-248,Segment description 396,Parent-20,2025-03-14 17:55:32
47ae89c3-6450-435c-ae25-2c711668acf3,Node-624,Segment description 687,Parent-78,2025-03-14 17:55:32
a61b4cfe-6234-4145-9ee4-8d6692a6d11e,Node-639,Segment description 156,Parent-25,2025-03-14 17:55:32
850c8b19-63dc-43ab-83fe-1ad3a07b90cf,Node-256,Segment description 33,Parent-22,2025-03-14 17:55:32
6782845d-7b73-4656-809f-e7c9e0bf3138,Node-315,Segment description 733,Parent-77,2025-03-14 17:55:32
400bb719-6b5d-40bc-9605-e3e85554679e,Node-611,Segment description 790,Parent-2,2025-03-14 17:55:32
7c847693-d563-427b-8625-c445fae858c1,Node-683,Segment description 104,Parent-63,2025-03-14 17:55:32
0c35a723-8a04-4303-9cd0-1aa90b43630f,Node-924,Segment description 534,Parent-87,2025-03-14 17:55:32
62898fc1-1c47-4bb6-8502-001846aa13c9,Node-602,Segment description 2,Parent-89,2025-03-14 17:55:32
8c07963b-a442-42e3-be47-bea5f77e3660,Node-846,Segment description 729,Parent-56,2025-03-14 17:55:32
30456910-6a36-48e4-b0fc-24a0eed3ff09,Node-878,Segment description 196,Parent-5,2025-03-14 17:55:32
743c108a-26b7-400d-b979-400259ee31c9,Node-276,Segment description 810,Parent-26,2025-03-14 17:55:32
1e201a69-4a82-4a9d-9f3d-e9a68959abd7,Node-45,Segment description 27,Parent-85,2025-03-14 17:55:32
1eb686b8-281a-4560-9889-771ece788724,Node-780,Segment description 780,Parent-89,2025-03-14 17:55:32
9a983c28-d593-446e-a51f-1c11e8aa9a66,Node-252,Segment description 223,Parent-4,2025-03-14 17:55:32
247baf9f-7304-410c-8fed-3ffd3c4d18aa,Node-106,Segment description 303,Parent-23,2025-03-14 17:55:32
6bcee8a0-8775-49b2-9023-b9084b68b60d,Node-156,Segment description 690,Parent-90,2025-03-14 17:55:32
d9d73c7b-5868-4844-9f61-e1e85b0c0446,Node-321,Segment description 368,Parent-18,2025-03-14 17:55:32
23ee5338-07c4-44c5-ad97-9fd9e853e0bf,Node-481,Segment description 400,Parent-91,2025-03-14 17:55:32
626bd58c-5c74-4fa4-ad5b-1c7ee09c99a1,Node-289,Segment description 444,Parent-84,2025-03-14 17:55:32
099c3b0b-d758-4560-adc0-dd51fcc8f223,Node-506,Segment description 845,Parent-31,2025-03-14 17:55:32
e1719c2a-2a0e-4f38-9589-076d3fc37d7d,Node-103,Segment description 153,Parent-25,2025-03-14 17:55:32
378a4f9a-b9f4-46c5-a0cf-e55f5d72d57d,Node-231,Segment description 96,Parent-29,2025-03-14 17:55:32
b099d5ec-b6d3-42b1-8222-84f49cf6f549,Node-532,Segment description 953,Parent-36,2025-03-14 17:55:32
3243b96d-f479-4c6b-bd5e-09cd1a2f24ba,Node-909,Segment description 45,Parent-5,2025-03-14 17:55:32
65e5e55d-2aa7-421b-b0da-7843394b5ec2,Node-657,Segment description 433,Parent-98,2025-03-14 17:55:32
15785c5e-5d44-4f18-962b-4aba1b3fcd0f,Node-64,Segment description 281,Parent-90,2025-03-14 17:55:32
727c6343-0bcb-4398-b3a6-863314741199,Node-224,Segment description 620,Parent-25,2025-03-14 17:55:32
472e848e-fe07-423a-9d0a-5dc391bbbf88,Node-669,Segment description 628,Parent-72,2025-03-14 17:55:32
dfa6812d-5300-41d4-93ae-a33a3e7a6afb,Node-463,Segment description 234,Parent-97,2025-03-14 17:55:32
3de19f32-9356-430d-856d-3e46cbc511f0,Node-618,Segment description 419,Parent-100,2025-03-14 17:55:32
14cfef98-ed1f-42c2-84f3-a6ea80db9544,Node-964,Segment description 882,Parent-78,2025-03-14 17:55:32
a9d25a0e-3189-4279-a026-4c9d89f0fae5,Node-210,Segment description 530,Parent-57,2025-03-14 17:55:32
cf331eb3-5b5d-4eb8-b3db-2914ca8b028a,Node-101,Segment description 123,Parent-21,2025-03-14 17:55:32
030249fc-58ea-496b-b4e8-6b4775c25bbe,Node-813,Segment description 204,Parent-48,2025-03-14 17:55:32
91662d9a-2727-4db6-a0a8-dc3b7b2bfb26,Node-856,Segment description 450,Parent-29,2025-03-14 17:55:32
1b605d69-6601-424b-ab08-516a7233c58a,Node-492,Segment description 993,Parent-68,2025-03-14 17:55:32
fe4b1e32-2fff-42af-9e3d-d897761bcb55,Node-771,Segment description 179,Parent-35,2025-03-14 17:55:32
41bfdb08-dc2f-47eb-adf7-1530fe4c868e,Node-955,Segment description 884,Parent-8,2025-03-14 17:55:32
6b71c5f6-993b-4682-bc69-b70d19e4c960,Node-286,Segment description 223,Parent-61,2025-03-14 17:55:32
473322e7-dda5-46d9-ace0-4269059ac9c0,Node-373,Segment description 683,Parent-55,2025-03-14 17:55:32
44fe7607-43e6-4dc2-8e63-f23d7d6d77dd,Node-292,Segment description 238,Parent-20,2025-03-14 17:55:32
6381bf00-bc2c-42ae-8df4-2140a5f78afe,Node-81,Segment description 21,Parent-8,2025-03-14 17:55:32
1fb98898-dda0-44f7-8c7c-b758318ce22e,Node-665,Segment description 825,Parent-28,2025-03-14 17:55:32
10826f06-4d46-4ecf-a208-ec4a29ba4086,Node-144,Segment description 566,Parent-41,2025-03-14 17:55:32
44cc0b07-e300-4171-8668-4c2f9a986440,Node-973,Segment description 283,Parent-70,2025-03-14 17:55:32
4e455554-63cf-43ea-9f33-4e6fcb2dd0d1,Node-146,Segment description 285,Parent-13,2025-03-14 17:55:32
c3c61267-3f27-4061-ad06-c8b115f3de54,Node-18,Segment description 751,Parent-52,2025-03-14 17:55:32
8060a3f0-1ab2-4517-9d99-3a306107c1bb,Node-266,Segment description 571,Parent-61,2025-03-14 17:55:32
764aeda2-fbb8-42bb-b4b9-4b18e300c84e,Node-197,Segment description 307,Parent-98,2025-03-14 17:55:32
c62a016c-7598-483a-86a3-d1b8d15e8e4c,Node-446,Segment description 308,Parent-98,2025-03-14 17:55:32
5eedfd99-0c49-430a-b7cf-fbcde350a29d,Node-397,Segment description 808,Parent-71,2025-03-14 17:55:32
dc21daeb-cd43-4d12-8178-3e80f861d387,Node-11,Segment description 977,Parent-38,2025-03-14 17:55:32
a77d4344-8fd2-443d-90d5-5cce5f451b7e,Node-775,Segment description 353,Parent-46,2025-03-14 17:55:32
0a445c86-c409-4ba1-b418-8974cc156859,Node-159,Segment description 223,Parent-64,2025-03-14 17:55:32
2d820c15-72bf-41ee-b188-8591766d2643,Node-529,Segment description 114,Parent-74,2025-03-14 17:55:32
b32e42c6-f100-4238-a48f-82e9aa4cc862,Node-958,Segment description 987,Parent-3,2025-03-14 17:55:32
deb73206-b3d4-4e58-ad2b-d8eb6269fd8c,Node-732,Segment description 416,Parent-63,2025-03-14 17:55:32
513572e5-b12c-4196-a3ec-e72cd0d8cf49,Node-549,Segment description 623,Parent-34,2025-03-14 17:55:32
49dc261a-46a7-4614-b7e3-c06d109d862d,Node-402,Segment description 70,Parent-85,2025-03-14 17:55:32
2c666d8b-7afc-444f-b05a-bfdb73f5fcc9,Node-170,Segment description 296,Parent-18,2025-03-14 17:55:32
4e5fe1aa-8ac8-41b2-968d-449f452555a7,Node-666,Segment description 888,Parent-81,2025-03-14 17:55:32
e2182615-9922-4cf9-b01f-8d14b932672d,Node-152,Segment description 107,Parent-49,2025-03-14 17:55:32
7df3c69b-ab57-4f5d-b8ff-2c3b7b488142,Node-88,Segment description 979,Parent-82,2025-03-14 17:55:32
57fa78c4-ccf8-4dca-8d11-49a8f6b9dde8,Node-613,Segment description 81,Parent-12,2025-03-14 17:55:32
5631c4c3-93cd-435b-8745-02b80c5d9a01,Node-308,Segment description 363,Parent-37,2025-03-14 17:55:32
542a2905-2d8a-414e-a55d-453cfa47250e,Node-468,Segment description 521,Parent-58,2025-03-14 17:55:32
2eef5d01-52f5-4e18-87e7-0a4ddae65e33,Node-454,Segment description 393,Parent-24,2025-03-14 17:55:32
8ce5a60d-ebac-4c73-bd68-043c50f32e90,Node-974,Segment description 285,Parent-71,2025-03-14 17:55:32
4ae81cc4-8e81-4175-aadf-2996c45853f4,Node-573,Segment description 180,Parent-73,2025-03-14 17:55:32
38803948-2693-4238-a7d1-4d97bd34a3c9,Node-99,Segment description 844,Parent-35,2025-03-14 17:55:32
d1009e8f-a874-46a6-bc58-6281e6199559,Node-637,Segment description 623,Parent-31,2025-03-14 17:55:32
c3c05dda-30d3-4877-9027-f00b6758f30e,Node-798,Segment description 428,Parent-66,2025-03-14 17:55:32
5e21625e-3dd2-451c-bf7e-fa28d44f93af,Node-172,Segment description 529,Parent-49,2025-03-14 17:55:32
384729a7-2304-41c3-9f6f-6a49ad9efe9d,Node-527,Segment description 797,Parent-86,2025-03-14 17:55:32
c511d419-8d5e-402c-9a5e-4031b6bf9a77,Node-28,Segment description 248,Parent-50,2025-03-14 17:55:32
7c4d729c-0bb4-4a76-9398-5975f14c2e28,Node-24,Segment description 959,Parent-87,2025-03-14 17:55:32
deb929e4-5f08-4dd5-a4b8-67d735b64adf,Node-797,Segment description 813,Parent-56,2025-03-14 17:55:32
e614d586-cea1-4ab3-9bb7-e1d4221080e0,Node-583,Segment description 775,Parent-12,2025-03-14 17:55:32
96dc0e80-0d34-43b3-8b5a-8341c20624cb,Node-735,Segment description 748,Parent-88,2025-03-14 17:55:32
4c3af6a0-0ce9-4926-be63-363771490879,Node-328,Segment description 368,Parent-59,2025-03-14 17:55:32
8e3ea1a4-a975-4c9a-9877-8b3148ad8ae9,Node-243,Segment description 819,Parent-94,2025-03-14 17:55:32
98d167d0-a7ca-4ba1-85c7-be753688462f,Node-333,Segment description 257,Parent-10,2025-03-14 17:55:32
3e19aa18-afc2-40f8-9f12-d91156b6b5f1,Node-467,Segment description 789,Parent-81,2025-03-14 17:55:32
17a980fe-e07d-4340-b4af-4a8477fd23be,Node-83,Segment description 619,Parent-62,2025-03-14 17:55:32
c05aa3f3-c201-4d77-a325-111bcaa6793f,Node-740,Segment description 432,Parent-42,2025-03-14 17:55:32
108d14f3-f0da-4e68-8e7d-eefa239cd1ae,Node-667,Segment description 499,Parent-42,2025-03-14 17:55:32
4a19b682-b397-4c47-9106-b9140d78413f,Node-575,Segment description 154,Parent-58,2025-03-14 17:55:32
29c6a0b4-9cf6-410c-aac9-5548df39d584,Node-149,Segment description 882,Parent-13,2025-03-14 17:55:32
cc40dc1d-c4d0-4746-a3c6-b036d2325f3b,Node-132,Segment description 95,Parent-64,2025-03-14 17:55:32
edade663-6a94-4cab-9b8f-b8797eb34b58,Node-28,Segment description 933,Parent-52,2025-03-14 17:55:32
763d2fe5-6c3d-431b-9b72-8c3b868aaf99,Node-726,Segment description 574,Parent-30,2025-03-14 17:55:32
98ae0365-6b2e-45f7-8568-5fb1d984f84c,Node-744,Segment description 874,Parent-60,2025-03-14 17:55:32
7cfb66f1-3708-431a-a309-18d0127f3cb4,Node-82,Segment description 840,Parent-33,2025-03-14 17:55:32
c5ed7ca7-f7cb-4674-9580-7fdffeaf3c21,Node-989,Segment description 336,Parent-23,2025-03-14 17:55:32
a8db0594-d9d2-4deb-bf2c-09e469da5b0f,Node-4,Segment description 199,Parent-91,2025-03-14 17:55:32
38b0afad-6bd6-4f2d-9de0-e43d62f1fa48,Node-863,Segment description 367,Parent-93,2025-03-14 17:55:32
92d9d17f-c7d4-44e8-9ffd-2d90e48320dd,Node-660,Segment description 836,Parent-34,2025-03-14 17:55:32
20901cc1-4d6b-40d3-b654-2cba0e5e367f,Node-957,Segment description 417,Parent-87,2025-03-14 17:55:32
079f72f7-7b4f-4c3b-b5fb-4fba51f737bf,Node-658,Segment description 372,Parent-92,2025-03-14 17:55:32
53c471dd-16f8-4b00-a11e-d577ea900c35,Node-500,Segment description 360,Parent-70,2025-03-14 17:55:32
76048010-066f-4343-b70c-043e4312d633,Node-280,Segment description 531,Parent-35,2025-03-14 17:55:32
e7581b5d-00d8-49f4-afa3-a9deb7baa6c0,Node-111,Segment description 710,Parent-100,2025-03-14 17:55:32
fbb69dd3-fa27-423d-9884-82be5c94fa27,Node-889,Segment description 920,Parent-6,2025-03-14 17:55:32
777899b2-4fd3-407a-9fd6-bc9481bbed2e,Node-457,Segment description 914,Parent-95,2025-03-14 17:55:32
57e8f580-c513-48d5-a6e9-866b6595f13e,Node-535,Segment description 850,Parent-52,2025-03-14 17:55:32
2bdbc41d-2978-4d57-b663-4894171d0b9d,Node-471,Segment description 981,Parent-6,2025-03-14 17:55:32
04bf6112-45ac-4156-aa2e-466842139e57,Node-628,Segment description 71,Parent-38,2025-03-14 17:55:32
ce570905-a589-492d-8e2c-83cc46592fc2,Node-44,Segment description 141,Parent-59,2025-03-14 17:55:32
aa1c4fa4-eefa-4f91-ab0d-2f476de25b4b,Node-433,Segment description 622,Parent-47,2025-03-14 17:55:32
08e6faf2-9000-4d8f-aeb0-2eff36954ba3,Node-680,Segment description 62,Parent-12,2025-03-14 17:55:32
471d991f-0444-46a1-b7e8-3c37ac99e593,Node-362,Segment description 313,Parent-61,2025-03-14 17:55:32
87cff607-8c8c-409a-96df-5d786ff0f4b3,Node-475,Segment description 561,Parent-29,2025-03-14 17:55:32
58fe61a2-2f44-4c3b-a183-434dd1eb3124,Node-730,Segment description 101,Parent-40,2025-03-14 17:55:32
f1e8b2ca-041b-4d99-9776-c31ee4aa87e5,Node-189,Segment description 201,Parent-23,2025-03-14 17:55:32
f07118d7-f4c8-4478-bec1-8030eefb083b,Node-299,Segment description 258,Parent-41,2025-03-14 17:55:32
e18c516e-d662-4896-a83a-bc83c52bf975,Node-640,Segment description 890,Parent-14,2025-03-14 17:55:32
122a4fdf-2b81-4754-a159-3a34dd4d259a,Node-876,Segment description 845,Parent-3,2025-03-14 17:55:32
6b71327f-23a9-4a90-a8a0-40485091c487,Node-715,Segment description 471,Parent-96,2025-03-14 17:55:32
8e802725-caec-408a-bf4c-d8fa13867272,Node-867,Segment description 517,Parent-85,2025-03-14 17:55:32
0440e043-d993-4415-8899-2c38b38a7a80,Node-63,Segment description 553,Parent-67,2025-03-14 17:55:32
b3d333b7-6f78-49b3-94a2-9576d7b3669a,Node-12,Segment description 583,Parent-29,2025-03-14 17:55:32
1232905e-5209-4d25-b7a3-708d2a1eb52a,Node-431,Segment description 1000,Parent-39,2025-03-14 17:55:32
4102f132-28ef-4035-9d87-2299955d8e3a,Node-167,Segment description 963,Parent-7,2025-03-14 17:55:32
db35db81-ab64-4973-8381-f7ebfa63f80f,Node-872,Segment description 233,Parent-97,2025-03-14 17:55:32
faba6e9a-0ec0-4817-bb2d-b5e3691f47c8,Node-315,Segment description 117,Parent-48,2025-03-14 17:55:32
55c52de6-dba7-458e-b394-dd107d0538c7,Node-557,Segment description 239,Parent-12,2025-03-14 17:55:32
9e7a0e90-27ea-4d4c-a10d-385c557f2386,Node-309,Segment description 219,Parent-22,2025-03-14 17:55:32
6fa06a1b-40ff-4807-ac2d-b2bd4aba15b3,Node-956,Segment description 285,Parent-19,2025-03-14 17:55:32
828d8b98-f919-4654-a92b-4432ef4f5398,Node-479,Segment description 493,Parent-37,2025-03-14 17:55:32
fde8ea29-ff31-4023-a7c6-807c5bacd22f,Node-383,Segment description 622,Parent-5,2025-03-14 17:55:32
0bb9cba4-8532-4d9a-976e-b9c8f86c81e5,Node-842,Segment description 636,Parent-40,2025-03-14 17:55:32
27577f1e-7583-44e4-be12-87370e792683,Node-248,Segment description 590,Parent-17,2025-03-14 17:55:32
fadf51f7-14d8-407c-bcca-1146ffd90676,Node-570,Segment description 653,Parent-49,2025-03-14 17:55:32
da804fcc-63ed-411d-a0b2-b9d09aa54196,Node-430,Segment description 766,Parent-46,2025-03-14 17:55:32
ccceec0e-358d-495c-982c-d5152c26a7e2,Node-366,Segment description 164,Parent-11,2025-03-14 17:55:32
d039e5f7-d6ab-40c8-95c4-65d6741e2194,Node-706,Segment description 870,Parent-43,2025-03-14 17:55:32
e572d929-767a-4ab4-91d8-4d87ddc15ffe,Node-79,Segment description 607,Parent-43,2025-03-14 17:55:32
0b2150a0-87e0-44ec-ad85-326f2357dfd3,Node-61,Segment description 1000,Parent-59,2025-03-14 17:55:32
43489dc6-2a00-4a32-b185-50f22f9040e5,Node-657,Segment description 19,Parent-1,2025-03-14 17:55:32
1d371cd9-b431-4b5a-933d-f326d601f867,Node-924,Segment description 323,Parent-83,2025-03-14 17:55:32
545bc5c9-1abe-4011-aefc-94ab5b75458a,Node-819,Segment description 163,Parent-15,2025-03-14 17:55:32
a08240c4-059f-4bef-8cc9-a48d30ed50f6,Node-742,Segment description 626,Parent-100,2025-03-14 17:55:32
36cbc9e2-2511-4f80-a552-f88d737165b0,Node-566,Segment description 795,Parent-77,2025-03-14 17:55:32
4b857dbd-fe55-4b5b-9a37-a62f023809b4,Node-843,Segment description 655,Parent-72,2025-03-14 17:55:32
1d6366f4-58da-47b9-8ad6-b93b8be7ddbb,Node-616,Segment description 793,Parent-55,2025-03-14 17:55:32
db3a86dd-1450-4fb4-bbaa-533fd9308516,Node-567,Segment description 35,Parent-69,2025-03-14 17:55:32
3e72f37c-ecda-4766-a1ec-956ceaef6212,Node-146,Segment description 573,Parent-45,2025-03-14 17:55:32
78911a5c-2169-4d76-99cb-d753437b595d,Node-657,Segment description 818,Parent-92,2025-03-14 17:55:32
56dbd2d5-4421-4600-9d3b-27ea666eebb5,Node-128,Segment description 158,Parent-74,2025-03-14 17:55:32
582a8d5f-e8ea-4e51-8f74-a8bdc2fb0171,Node-781,Segment description 371,Parent-47,2025-03-14 17:55:32
d6f313fc-dad2-4f8e-8599-9987d2a11455,Node-499,Segment description 128,Parent-73,2025-03-14 17:55:32
ae86e09b-5ee4-4d33-a881-cdb6f84c756e,Node-619,Segment description 208,Parent-15,2025-03-14 17:55:32
8f3e0278-7a4a-48de-a616-1f8d219831ad,Node-871,Segment description 35,Parent-80,2025-03-14 17:55:32
3224af4c-2e4d-4b0f-9261-cbc4716b1f46,Node-179,Segment description 511,Parent-3,2025-03-14 17:55:32
1223d9d1-accd-48a7-b5dd-9583f526548a,Node-979,Segment description 70,Parent-8,2025-03-14 17:55:32
b3b7ad72-d564-48c9-bc35-f40078dac736,Node-26,Segment description 194,Parent-33,2025-03-14 17:55:32
f05ecdbf-b5d2-4094-8107-46ebc5e3b34d,Node-135,Segment description 998,Parent-84,2025-03-14 17:55:32
7e5024dd-548b-431d-b0d9-6af5d41eabf9,Node-61,Segment description 22,Parent-96,2025-03-14 17:55:32
3aa97a8d-cfea-438a-9353-0a24b4f7ea4c,Node-290,Segment description 944,Parent-33,2025-03-14 17:55:32
0cfccf39-996c-4870-8bae-d1168b8ba3d2,Node-294,Segment description 314,Parent-18,2025-03-14 17:55:32
