fraud_id,transaction_id,account_id,detected_date,fraud_type,status,created_at
78182477-9caa-4302-9c70-228351dab75e,6060ad0f-8012-4f6d-a527-7193d21bc902,b22c6840-2890-414d-a20e-4657c249af70,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
1f28484e-784b-47f0-8f0b-14e77ae476ba,fb7b6b6c-e6a1-4220-a631-45bb359e7ba6,daa92df3-e1ac-4dba-80af-c4712c2d8ee6,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
9291b470-6015-495b-86b8-cc6c8ae93927,5a615bb2-1a73-454b-8bbe-1a71fa5753c3,90024d82-afa4-4fa5-8cf1-cb2cefcf2b7d,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
c99a7384-544c-47fb-b14d-a00ecb7b4578,44137c1f-8334-4eb4-ad44-1e2a9cfbfc50,46da48ba-7777-4be4-a855-0da72c82f271,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
e3448261-7beb-4102-8273-b77a38cd867d,b992dc96-5439-48e7-9a8a-ac1018502a26,ec198d93-ade2-4162-9251-0107e09b0100,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
78444128-8b05-4a90-89a6-487b4bf6e1ce,dc831e57-6299-4bac-b404-c838093836c9,cf1aeaf7-3915-42ac-98de-8efc22a9e60d,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
4701b0ea-c39e-4411-84aa-69274f150640,ffdd05be-0947-4c9d-9c9b-8b98cf3a537d,28f3713e-4284-432a-81dc-d248512ea505,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
985ee8cd-1fb3-4c17-ac8d-d48a731d582a,6ca8d038-a515-4fb9-81d2-87176b1be09b,491e5ced-9dc1-47f7-b7ca-6dcb8b0c6691,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
768f4e00-2f7b-4001-ba86-3fec88b53e42,f9e0bddc-6fc5-4b88-a7bc-9e58b3f51be9,72257260-55ef-4b8e-ab3d-93b66a8fe1eb,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
1aa58ec0-b848-450c-84be-79809761d357,5f7b5b9c-cec7-4d0a-a4d2-5839da65fbdd,c1254889-5ad7-4bbc-aa41-629b10f30d4d,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
8a7bb03c-ee48-4e84-a23d-e6dcf9f23648,ae134c13-d5e6-4ea9-9d59-56c589a619d7,318d7f50-f712-4589-a538-ad9ab8910d9e,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
15919c9a-2403-4d41-a7f3-5e3c1a97e2ce,a08c87be-7c6f-4d75-aa62-a0480dc8e2a1,e6aee1d5-5642-49d4-a1c7-b425930f5afe,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
c729590c-9503-48e0-9ceb-ea0e68b77284,68621984-905d-4b19-b6ca-708cc39cf5fb,2eb3ac9a-2e72-4548-8826-8840a4dfe1d8,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
b4af227b-0e8d-4b8a-918d-2c469f5e31cb,6c08c600-e694-4bee-9d4a-dad31f15dbb5,57177dca-d2ab-4d82-8907-423bc37f1813,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
2139e8de-0859-4545-bb44-5a015fe46fc7,d58b00a5-e725-4f55-9c0c-f636e6dbd9a9,f1608bda-98a7-4fc5-b5c3-324ce74699c6,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
7cb09324-8ed3-4634-92a3-c3aa72cc4e32,b56b9424-3237-4302-b2d9-3ec68ca86079,c5d5f6bd-ca0d-4458-82b8-128892deebf2,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
8adc89f9-a1b9-4a18-b982-c2fbc7ab8f39,0f1ceffb-60b8-449c-96ad-d0521eba7274,f953d8ab-20f8-45f1-b641-8d35ac606ad1,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
b6a8f02b-44ac-4260-88bf-ba049608c528,1cef358a-cfe5-4421-a239-c11039bfa695,e045d0f1-cffb-4550-b660-0cd2e85f485a,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
736882b8-6d71-4cb2-9315-7de320c892e0,72e568ad-1e0f-4ec7-b53f-45fc769e9601,f200f3d8-963f-422f-bddb-946960f89039,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
a402ef8d-0f08-4edf-9513-89acf4bc862a,d09ae6ae-3c6f-4b99-aff5-5c390e1e1130,296fbcd8-5fcd-4ab0-ada1-7fda2312f957,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
7610721d-3356-448d-9b88-85f0e4da6ee3,27f2d184-8758-4d48-b63c-e912f548d1c5,7e1bc614-b70b-461b-bf99-a90e1a3ca1d8,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
53821c63-3b32-4bff-96c8-9e1efee22c20,6a1591e3-a4eb-4dda-8f4c-278ad4de2762,6e666dd0-49fa-456c-9f17-95bd6b82d6e1,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
4d76334e-eaf1-461f-98e8-848eca8a5f4e,abc090e0-f35c-4481-a5d6-05e50c534c16,95576544-3637-4747-8699-c30f8e89dfb7,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
c866d822-053a-497e-97b3-53512571ce1e,c8fccffd-8096-4cc3-96e6-cee7f1273e4e,ebf6508d-4be3-4607-81ab-12cd99b33ab3,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
a2ada03f-b483-454c-b6f3-8442c25c853c,32e05715-7df9-491e-82c7-43c7b64a8f82,e791fa6b-9b58-46c0-86eb-102d049e47bc,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
f6100f22-18e3-4fd5-9d07-d9ff2094950d,7347135c-c0c4-4288-947d-836256c95230,021a100d-b603-4ceb-aa69-f4696b59bf3c,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
5eb24677-0414-4523-9b01-37b8ff54a31e,cb26f0cc-0a36-4c78-8bab-75c02afd4516,578217e3-4015-4251-a1dd-e9b3113749fb,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
6899d68f-87b7-4451-b127-a34d3b20919b,817fce5b-b320-4f2b-aa63-d816609f638c,4df3b4e1-b9cb-4d5d-ab9a-84a7556fd193,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
681fe46a-0c18-4283-a3e1-52bdcc684246,538dd596-9c32-40ec-a277-03095b7f95e5,d79cfc9e-1e0a-4053-addf-eaef34cef40c,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
2ec45a96-fa60-4c83-8bb1-79c88df7d7cd,79cc3ad2-bd01-445e-a8fc-95ded224c672,77e6ee0f-c17f-4a86-adef-cb17da642915,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
2466181e-3162-476e-a6be-e7f9a05ef0d3,2475305d-2e3d-4a9c-b5d4-3d3533ebb5cd,90b27fdc-a6a8-4ffc-99ff-f0d15867ff6f,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
08cecb28-f081-4458-b167-afe705f7f9c0,690e1c95-6788-4e07-b4dd-7193c5ac8a92,3f5f20b9-a945-44cf-9660-1db6656674c6,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
73b08a64-048d-4d8f-82a7-e4d00d1be1f2,071fbfab-f6aa-4495-8edd-ba914bfc3434,01983c6f-e885-4a1e-8856-dba69c2838ab,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
c6756e8b-9283-4f84-a5f5-b7f327dc8e2e,0d68c6e5-75a4-4749-90b9-61e5bd4646a8,b1a9a9ee-3a4d-4c0f-b21c-e3eb9c42c341,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
03362da1-7624-430d-afe0-191e743baab9,7e02eb9f-b277-428e-9232-bb63aa443b73,8d84b35c-5edb-4101-9339-e63973e13e6e,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
b90d0805-c56d-41dc-907b-7ded4691c837,9ceb896e-a019-4891-90e2-8abeb0d2f9fa,7fa042d7-7686-497d-8eb2-7abc44c48244,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
9cf5572e-e34b-405a-9f3a-5829acd1398e,97d73fef-b097-4d72-847f-aef5d9c7ecae,774ee296-b1cc-4b44-94af-1f1dbbb2245c,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
6ccb69f0-37fe-48a6-93ad-b040196f8a15,1441306e-c98c-46e8-8f2d-0bcecf563253,8b94bdc5-37f7-4881-a244-9e14076aa027,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
0967ddb3-716b-4e42-9d3c-9a551b72c6ea,f07dd790-2b42-4460-8016-5867bf95f393,5a82a5d2-3f78-41b7-b736-8825d964ca7f,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
2d50936e-bc17-4a26-9fbe-4afadbbaf76a,e4b8438c-c4e9-4b85-ae4a-401346a2ebef,21b7e7f3-12f6-4aae-bb7f-0a437b62f817,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
f5f6c58b-0720-43fd-be87-7fc848c0500f,edfb4f1c-a2a0-4238-8fd2-560e5f918924,98a8ad61-c701-49e0-8dcd-a72c3d1014e4,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
c79b15ca-10d9-41ec-ab88-3d53447976e9,0b4eefe2-ed18-4514-80bf-b3e4cb7d56b6,8279901e-3e33-42fd-af92-9b55f59782db,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
d140929e-15b1-46c7-bb49-2bf169d619bb,290167a6-d528-4168-8232-50b9d3746f76,bdc18a06-a2f5-40d8-9856-90e51f8f5bee,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
e6043e55-7f75-4bd9-91a4-e8f206908921,f11e9d36-ac0e-495d-8803-b778709efa07,1472fcd1-2956-488e-8a1e-be2627e94365,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
4f45c98b-19f1-4d51-ba6c-9c8afbfa2128,76ed0492-95c0-4073-87cd-d9a80f803ec8,e2814c5b-e2a9-4cea-ba99-54bfaa0decbc,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
4c71bdab-4c80-4000-8976-8a10225d5c74,8822a9d7-45c2-4065-b044-8c1065f5f74a,05e6846a-abd2-4eb3-8481-da44c0a3750f,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
c8b3a923-3905-4648-97fc-84e42f99d84a,41591cc3-3b73-4095-8ba3-538d5cd164db,2fe2effc-5ccf-4d5d-ae6f-81669bc4ba4b,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
b90fa69f-1fc0-4bf5-ae40-e4c6dd287164,9cdb6273-0cd0-4811-b137-b11938ff2a81,622f5bc9-4317-41cc-8f07-83405b713d0b,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
043c7f9b-248c-40ab-9657-10c324804d5f,5bd306a6-fef2-49a1-84b1-57d3e5568001,1031496f-cb1c-4960-87e9-4a41f883f2c0,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
2ffea01d-ce35-45d4-adf6-9323bd71b116,4d175410-dfa2-425b-ac4f-8c0e17326644,35e03fb4-080f-45cf-a0ad-39fa8e851779,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
80414d61-c456-46af-83af-ad67d08fe8cd,a173abbe-fb63-4e93-8ff9-8853c5b8ab89,1dca989e-9b8b-4b4c-87ee-1f966b3b439f,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
03e787fc-9924-45b6-b43d-700abfce63fa,794739b1-b654-4554-8a72-fd3d28b0f2b9,65d93e6a-0368-4ef4-b939-18929573d76e,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
186195ad-3231-417f-b3ad-d68f576d6587,3284d4ce-aac7-470e-bd7d-02b089afb98d,d203d7e0-83de-41cf-9bb2-51ad8a801f2a,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
3439b650-2422-4d6f-ac84-95f81f1c60c6,78b32ec6-95cd-47a9-8c64-1b8d605b4db4,3ae006b8-d7a0-4236-9e49-7b758a5171bb,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
32b1861f-d2a2-465b-879b-0c1bf8e10605,95c18d8f-13a2-4727-896a-c32d62db73cf,45d54dd7-7b40-4de4-811a-fd4705ef5077,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
d05a3875-b741-4ec9-bedb-c6c1dcec6c45,74439c77-e3bd-45e1-bda4-46a290823776,ccead005-1bc1-497a-b9df-838630aec328,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
dad50932-78be-439d-bba3-6017811a85a8,83c75a51-6e39-4109-8725-41084dc966ab,fe0ba46c-1429-49b0-92bf-1b69a2e02cab,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
2860b09d-798f-4591-a63c-327a571edb15,bd0e53d2-b0a8-4ea0-97e8-22e55a3373d0,39b76982-d5b0-40f8-8a2a-0bf316db86c0,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
c1156915-3e95-4b77-b12c-35604c0a0be1,0ebe4cc3-83ba-4f18-b3bd-6fc6ed30df4c,0cdcf3b3-736a-4bf0-8580-4b3117776950,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
3bb114a9-0475-4aa9-a816-420a9c6dc40a,8c7a5e74-d5ad-40d9-b310-573169fe3df2,5d55ce27-44f3-4137-aeda-8e6366f09b70,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
e163edef-5b84-4654-a384-274f424ddf0b,4df00b9b-4c1c-40f7-a9ca-ee4ed8c358a4,5ca79a03-948c-487b-9a46-b3bcb34ab61d,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
d98ae082-6dd6-4cb6-a693-68835dcdb967,1a8935ad-81db-48bc-8d57-b5501010fdc2,12911366-4ca7-496b-adae-c69a7a0ccb42,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
caf74c1d-e54b-477d-b565-d6ebf46c48be,5048529b-40f3-43c5-a7e5-26f05932c7e6,5e1b6ca5-c33b-42b8-bd47-cbff9a3b1a1d,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
0eafab90-f539-4034-989b-22ca45d9de2b,0e3ff7e2-0d65-4a98-915a-6290937ad51e,cfbd5f4d-402b-40f8-8b65-fee68651ffb6,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
9c27f4ac-651c-439f-bc80-1975f7f1bbfb,9a8e42db-f61b-4604-8ea0-b818b48a7997,28fc9705-d713-4533-8556-5a2c6ff8741d,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
5fea5066-d713-4635-90be-0982aed52eeb,53321a25-2be4-4bda-bf83-142c1072f496,865593c0-5a42-45e3-a3f3-904179d718ab,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
5b989576-7e10-460f-94cb-2099705ce6c6,1165ea83-6c46-40d1-ad06-e98726d6f3a1,067afeed-90d6-433c-9d1c-0d7eccc58737,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
ae8c6c93-db0a-4fb6-8353-c862939ada35,9c9d9cb6-528f-4d01-bcc3-8e1da3bfbc46,ee2f9a8d-4b8d-402e-8121-e55e0fee2509,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
9d55d97d-1fa9-4ff8-bf26-03114092ed6d,efeb4982-055f-4484-9333-53b14edaf5b1,fc13684c-ea65-4ba0-abc9-be566e22061f,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
163a4d7d-1ab6-4699-a725-d5dffbd9fbff,13716189-7566-45e5-a45f-1fbcf9f57d6c,a09af9f8-2156-4bde-8a8c-87c5f30d02a4,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
b935bdf5-8eae-4fa4-90b1-478a4e94c88d,319a2376-33c0-4a45-8408-e6d5abef72d8,b5ed9ebf-c830-4f58-9d02-e4f71f8e2cec,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
48f08f10-47a7-4ed3-84f4-944e76c51247,b31dfe40-1a51-49ac-8d5c-f1fed950e90c,05179967-7d33-4247-9107-8b91cd5cc3c5,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
384c4037-134d-4379-91db-1eb04e4d6cb2,674e722f-202a-42ad-988c-1244711cf3e7,d5b80d74-c5f6-436e-a0cc-d6e6728b923b,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
d7eec573-6ec6-437a-a053-ad971a420cd1,cd0824ae-0cd3-4ddd-a5a4-0c18769cd82d,c4ab2b90-5c63-481f-b59b-9dbfb97f5530,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
fef0dbaf-9218-404f-8b88-720a2ba5b204,d2ded918-e250-4251-9206-2d7023c6f35d,12c0f276-4c3f-4027-8b6b-b5f70a260a88,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
e9a1aefd-77e5-4675-862f-325aac507f6e,5d7db527-236f-4e66-b38d-cfe244e0f6cb,30e8abe4-2212-481b-bed5-3305448f8f3f,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
3f50e917-14cd-4ef7-93df-fc2af048c32d,df1b0ab6-74dd-451a-a025-ba1ec99df21f,02bd2539-ca45-4399-a5f3-175a095e8d0f,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
041c8811-d95d-446b-b223-6f161b6a7ba9,46ddb737-5d57-43a0-992d-ef3abad8af25,2d2235e6-45a5-44a9-9c6d-9874b54a199c,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
e6a7950a-7588-4ba1-9299-ac0f594b60dc,7506d844-eeaa-4b05-a039-a9f3133508c0,9b51447c-d830-42d7-bb36-ba8f6b21ff01,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
56d52a8d-4f81-4f04-aefc-c0122bd00ca2,2f5dc1db-a9f2-4a44-9be3-adc467270685,719fe927-1c57-46ac-a2cc-1c5a9c8eaab7,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
5fb1fa52-89e3-4258-b869-147265f1d111,50114da3-8b79-41cc-a214-3fda6e6503b9,1e644b23-6f20-4c99-9a47-bd8fb3d6bb42,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
6b01f328-1aba-458b-ac27-48d81a38489d,f8718c58-7234-4e71-ba55-bb41000a3e43,b42a2cec-d873-46c6-ac09-b5f5eecdf9e9,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
0443990c-72d3-4e6b-96f2-9043accbe226,52aa743a-bed7-4068-80c8-87e4f2043d73,b2165e35-b721-4254-b049-0285f4069cfe,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
f5cb51ed-f30e-40ca-a3a6-30df204fadd6,28b1b51a-41cf-4001-8e4c-442e6a62827a,1d06cc95-c2e3-4dae-9bf6-3ef200b1fbf5,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
ebc40ea8-94d1-49bd-af21-2a36ee6dbae4,f8d41299-782b-4db2-9186-fd6972c9c916,f0451dac-6f3a-45fa-8b46-6e9967eaecd1,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
1b7e5e0a-a572-4350-8632-4a5df14c60be,c8952501-37e6-46ac-a0b4-54b537cdeeeb,a994534b-beeb-4510-ba37-3ce789e1b43b,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
10ff8d85-cf11-4de9-9983-872f80a69363,7666ed1f-646b-4c6c-8c8c-972d4cdd87ae,637c8d55-5201-4d02-854c-e7a4ab39d03d,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
e26b41f2-ba62-4992-870f-53421ad5546e,8efd4b27-18f3-4703-b3dc-6ef2225bd2e8,f8a1d288-1080-4982-a69d-6dbb25182cf1,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
29b93ee6-be19-48ae-bbd2-dd3815ef7a4b,d24fe7f8-90cc-4b7e-b02b-c9b923cd664f,31db8668-7b88-4e02-99e0-f947b72717e0,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
77d1c94b-26ec-4b9b-bc02-dfd7956c6e5c,efca95a1-8a6f-430b-b1e0-b50013b62c48,d822d369-97b8-4e18-85f9-bfad479eeba2,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
89b8e9e9-c0dc-4981-b4a2-1acdda9aca12,4aa34896-a111-4579-a14b-8ed0d728dfa1,ec51998c-8606-42f2-bbfb-1b2cedf51706,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
192aba8f-a5e1-4c39-ac36-5822c1113b10,53378559-0a30-4824-9eb7-4c6a0950b739,79bf4d6d-2dcd-4a3f-ae79-8384679d4455,14-03-2025 17:51,Phishing,Under Investigation,14-03-2025 17:51
58a6e9fb-2495-4cc2-87d6-70db9ecf1939,be4b681f-f045-42fa-accc-5cf81bbcbfaa,828b6a1f-fb60-4276-9419-db2928199f3c,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
3201c2a0-9978-4474-88d8-90f462eba4c5,87c71c74-5878-4b16-9302-572737ded4c7,a871507b-b79f-4830-a348-c7b188caf3bf,14-03-2025 17:51,Account Takeover,Open,14-03-2025 17:51
1797bfe7-df7b-4300-9522-7a21c09c4ae0,7e49dab8-d8ca-4d94-9644-aab222a2207d,6ca039f4-8cfc-485d-8eef-ad9b556fbd55,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
d98a1a37-6fa3-4686-a6eb-6e71ce9efefd,8c06a498-6003-4eca-9092-eef41c474551,11f8fdf6-ffdf-491b-98b9-92d88aa1b299,14-03-2025 17:51,Account Takeover,Resolved,14-03-2025 17:51
eaf11986-7413-4307-84a1-defc92200b1c,4a147340-5a87-4ad6-a298-b76ac20cc7c0,4c6f06bb-f085-4e6e-bc5c-dbe6a6bede90,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
1a390634-2f9a-419e-97bc-f2b926e67f83,d201ae84-481d-464b-8938-611ab0c731b8,e0a0c57f-4053-4b7e-98e8-028c871a6f44,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
90d58f5f-1c72-47cb-8977-298bd7e7378a,5bae1408-2ac4-436b-ae6f-da74014d1eef,e305084d-93ef-43ea-9c3d-dd3f8c9fb650,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
083e3091-03b7-4322-ac47-e956dad918c5,f7b7e06e-91a5-4435-915c-956fbb34af4a,372bdaac-d057-426e-bf5c-5b4087ad1b36,14-03-2025 17:51,Account Takeover,Under Investigation,14-03-2025 17:51
555f7caa-86ec-4e64-be72-e663bd47417b,9fdc19bc-09cb-4d21-86eb-14bfecbbc44e,c7f694e7-1a75-43f2-bfcb-f0b1a68eb8fc,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
a3ac57dd-156f-428e-8e1d-0ad384e08cd2,990936a2-38a9-4d21-a795-21b068ba6e00,8a8aa5d1-3bcc-443d-bdaa-2836b2ca80df,14-03-2025 17:51,Phishing,Open,14-03-2025 17:51
d6875655-90cc-45c2-b7cf-fbee61a447a8,9fd224e2-cd01-47b7-bbce-fb98537c3e6b,ef1e86dc-1eba-445b-b3a4-eb1d33957f44,14-03-2025 17:51,Card Fraud,Under Investigation,14-03-2025 17:51
6bd9cf17-c2d2-4903-9ee8-7880b0b72d81,eb9df76b-22f7-4d09-a7a0-1cfe809b19cf,30d23f3d-3a71-4256-8708-80d02b978497,14-03-2025 17:51,Card Fraud,Resolved,14-03-2025 17:51
acf7a980-b8c5-4a4d-9dca-678d5a2a46c5,50d9fff0-2acd-41a7-ac02-b935af1982ea,eb7ebcb1-4583-4292-bcc6-23951c7b64d0,14-03-2025 17:51,Card Fraud,Open,14-03-2025 17:51
f6316874-a943-4431-beca-8c9e5d4796da,abe517ed-3c01-40ab-bea7-e8aa65826bdc,893b0419-fc15-467f-a707-c3b27fd6ff9b,14-03-2025 17:51,Phishing,Resolved,14-03-2025 17:51
