CONTRACT_ID,CUSTOMER_ID,CONTRACT_TYPE,POLICY_NO,START_DATE,END_DATE,COST_CENTER_CD,STATUS,CREATED_AT
b0e3dcab-82ca-4a01-96bf-15528899453d,58c81df9-13b8-431d-98c7-8915d91ad927,Service,153863,2019-11-04,2025-05-20,481,Active,2025-03-15 11:32:06
f5bc50f6-33b0-4fde-aa89-46c07e6cf80d,c8b30667-157d-4374-9742-6027db7c8a32,Service,556179,2019-10-07,2029-04-24,725,Terminated,2025-03-15 11:32:06
c300b93d-f61f-4ff8-a081-50ad8d51d465,e19fc2be-cb88-4d61-8c8c-3caa8d080137,Financial,976286,2023-04-24,2029-09-21,976,Expired,2025-03-15 11:32:06
f62ece78-3eb0-4470-b70c-42299768ea7f,f601727b-78b1-45d5-a20b-6af2281bc828,Financial,185479,2015-01-28,2026-12-05,583,Terminated,2025-03-15 11:32:06
4ef0b500-9605-4b0f-9b46-012972f6af62,8c5bd753-43ab-479e-b35d-925196bf0316,Financial,136963,2015-02-05,2037-04-11,857,Terminated,2025-03-15 11:32:06
ef482af6-1895-444d-a2bd-e68619a035c9,f92f10d9-1284-4e8c-a134-1a4234747424,Service,455704,2022-07-02,2033-01-14,717,Expired,2025-03-15 11:32:06
8a5cfdb3-adf0-4e7d-a6a0-974a50088993,95718164-7ed5-4fbf-940c-7d3efbfb12ec,Service,301389,2016-10-03,2036-08-14,644,Active,2025-03-15 11:32:06
5c70b24c-073f-48b1-9672-29c4f9533028,79bb4788-e003-4b47-b74e-55d16f833229,Legal,691656,2022-03-03,2027-08-23,389,Active,2025-03-15 11:32:06
6004b576-d1d7-4ebc-aa78-be0e9a6937ac,47669be9-90cb-4741-bf36-f9273427d35a,Legal,280934,2015-04-27,2034-03-21,927,Active,2025-03-15 11:32:06
51db5905-23ec-4054-bb5a-d82547cd2dd6,53d89a81-52ad-4f31-a175-9d3efb96520a,Legal,162986,2018-09-01,2039-04-19,711,Expired,2025-03-15 11:32:06
9743891d-895a-495e-9eca-b9054c266667,79f1c425-a3c3-4748-8236-9aaa0119e7c9,Service,962035,2021-07-22,2031-09-17,556,Terminated,2025-03-15 11:32:06
606015c0-0906-4694-ac39-fc548c2a6cc9,5d0ddc81-5e2e-4afe-95f9-51e9b88a6161,Service,949561,2018-10-21,2033-01-19,640,Terminated,2025-03-15 11:32:06
dfb13310-c8c5-4eda-8918-93efc8cb305c,7122f980-ca44-4ce3-9473-7a747d5e82bd,Service,938255,2020-12-07,2026-10-30,145,Terminated,2025-03-15 11:32:06
44541ca3-b27b-48e8-972e-03f9b3ddb6b1,9aca0cef-0cc4-4400-8877-b69231af57eb,Financial,848171,2023-02-05,2034-07-16,565,Terminated,2025-03-15 11:32:06
fc0054be-3472-4716-a3c0-b0d8c7486c49,016b4665-9d07-435f-a1ca-4c555bae878d,Financial,495392,2021-08-27,2030-02-18,271,Active,2025-03-15 11:32:06
f51c116e-1f18-4f40-9107-16e9a9b76c5d,92655747-198b-4686-a29d-7c50b78ad752,Legal,952323,2022-08-26,2037-05-06,137,Active,2025-03-15 11:32:06
6f19fb08-4e85-4d49-80bc-46f286fd4c36,4b50f346-4e7c-4bed-9ae3-ff64602e4338,Service,927379,2016-04-28,2028-01-16,145,Active,2025-03-15 11:32:06
1a02f51b-a675-4beb-b80a-204876b8c959,02a367b4-9485-409a-9247-55fd8951b36b,Financial,391985,2021-05-03,2034-08-27,121,Active,2025-03-15 11:32:06
74fe73b8-e26d-4c78-9d21-6cbd67fc3f4f,7bd4409e-69c1-4db1-9981-ade505b15e71,Financial,163237,2019-07-13,2035-11-23,967,Expired,2025-03-15 11:32:06
07286a0e-10d7-4826-a9ef-a6a9cf5049d7,9621a36d-00eb-46ac-af7e-7b9fa6f41802,Legal,264021,2016-10-29,2032-11-14,597,Expired,2025-03-15 11:32:06
8a30d57f-07d4-4862-b967-614fced19fb4,405dbc25-8f4e-4203-8ea2-9fbba4ffaa76,Financial,136963,2023-09-25,2029-10-12,565,Terminated,2025-03-15 11:32:06
5d792652-71d3-46d6-a14f-a3d7a5935b88,7b7ed858-62ca-4281-ac8f-2dc7a94ec53b,Financial,538536,2015-01-20,2035-02-27,847,Terminated,2025-03-15 11:32:06
675f0f99-87b2-4dcf-8b5e-1b44b5de6488,0c83dec8-a932-4193-8775-2b46ea3b51ac,Service,624576,2018-01-31,2032-03-14,717,Active,2025-03-15 11:32:06
299befbb-b938-4563-8f67-ddb0c013b1b8,d6794e21-02f0-473c-9910-90270088b0f3,Financial,263136,2019-01-13,2036-09-09,670,Terminated,2025-03-15 11:32:06
61b89f17-3c3b-479f-86d8-e8bc91585fa2,b6869605-89a9-499c-a8c4-8a6ce31c71cf,Legal,889243,2018-05-06,2039-07-29,390,Terminated,2025-03-15 11:32:06
0b1400e0-73c5-4735-8749-50c50cef94f6,47669be9-90cb-4741-bf36-f9273427d35a,Service,235176,2015-10-11,2035-01-19,704,Expired,2025-03-15 11:32:06
5017f9e5-5ee4-464b-a5f6-0ff62ebcb6f9,13864592-e5e4-4b6e-9da7-287437335a46,Financial,929142,2017-12-27,2025-02-17,771,Expired,2025-03-15 11:32:06
4c78973b-bb4c-424f-bc5f-36f3dfc68442,ac2ff8a6-21d1-4f83-9b5a-8230de3a009e,Financial,875876,2021-11-26,2035-01-29,439,Expired,2025-03-15 11:32:06
6ba4f13c-44cb-4793-abe6-0049f8d73dde,50bfa7cb-0db6-48f5-84c8-a42fdc3eacc4,Legal,262054,2021-02-13,2027-04-02,332,Expired,2025-03-15 11:32:06
3f2b0179-3207-437b-bd5d-dcab81e83819,6aeea0d8-193f-442a-82c7-b8b4b27636dc,Financial,811154,2023-06-13,2039-02-09,439,Active,2025-03-15 11:32:06
5be307c0-d085-4163-8ecd-764ed38752d7,0aad5391-2d6a-48ee-860a-fe5db5edefd2,Service,522711,2023-03-03,2025-02-12,713,Expired,2025-03-15 11:32:06
e768140d-7705-4493-b38d-8d1c2ea5f784,0302a610-256f-41c0-8405-e3aabd875e77,Service,823007,2015-10-02,2033-06-27,771,Expired,2025-03-15 11:32:06
fad8f725-a49a-4751-9431-9cc07e386f1b,62bd9fc0-c563-4528-a65d-ab42bc25637c,Service,333121,2021-12-31,2031-08-28,109,Terminated,2025-03-15 11:32:06
909cf77e-9607-4c51-a90c-a48628b1075c,c7076c7b-a1b4-471e-b51c-f132358a0219,Service,903797,2017-01-19,2025-06-01,601,Expired,2025-03-15 11:32:06
a0663788-f59b-4116-899d-2b52a5021919,de35d967-4d38-4c3d-8c85-1e50bc4e55f0,Financial,476436,2015-05-08,2026-08-02,979,Terminated,2025-03-15 11:32:06
24d1feb5-bc4a-4010-bd33-9b97e3fc2937,a6adabe8-eadc-4291-8a1a-a802f19da9ad,Financial,664726,2022-07-20,2033-04-06,779,Expired,2025-03-15 11:32:06
fe9185f5-b3f2-40f6-9c03-03e90b9f1638,8710b5d0-2082-4e74-9349-8a555c46018c,Service,342047,2020-11-13,2037-02-08,818,Active,2025-03-15 11:32:06
457f8aaf-8778-45a3-aec9-286e085bd869,a65cb806-79ae-47ab-a717-2c39e9f7eded,Legal,118827,2019-01-20,2032-05-16,315,Active,2025-03-15 11:32:06
49c01b5f-6d6e-48f9-837b-bc6e6e04432b,c8a20043-38cb-43f9-b8fd-800e5cffc712,Financial,995787,2021-11-21,2032-05-01,462,Active,2025-03-15 11:32:06
160fcd0e-31c7-40c9-bae2-2b8689ebbd2f,351272f9-21da-47cd-abfc-19184fc20f05,Financial,670020,2015-07-07,2035-05-23,640,Active,2025-03-15 11:32:06
1e729087-255a-4aa7-9d25-a133a9d56231,12cc0144-40b7-48d4-b484-afa916996cca,Service,429632,2019-05-21,2035-04-23,725,Expired,2025-03-15 11:32:06
f5b7a523-da9e-4292-bc19-52d03e6fffe0,873398e9-0e97-4630-bfe7-d2bfb2e0558a,Service,130589,2022-02-24,2031-12-20,640,Active,2025-03-15 11:32:06
9fac25a1-0029-4afc-8d71-4833b0b0c167,f0fa91eb-302b-4cca-a4bb-23a052ce76d0,Legal,915625,2018-02-04,2036-06-29,863,Terminated,2025-03-15 11:32:06
41302e4a-ec70-45e9-9b4c-ac2d204e12aa,7ce1de3b-95b1-4726-b0a7-8b4bd506e6ca,Financial,698675,2020-07-13,2027-05-13,781,Active,2025-03-15 11:32:06
8769394c-8f9c-49d7-b82e-5bff5b87af6f,ace92b9c-5f04-43c7-bfb2-fbf89b550e22,Service,396662,2016-12-01,2025-08-30,565,Expired,2025-03-15 11:32:06
05707eba-226c-4f78-b615-38bf90211c8e,950e347a-7cf3-4331-ae99-611e8899183a,Financial,142364,2020-08-07,2032-09-11,666,Active,2025-03-15 11:32:06
378b7dbc-3a10-4e2c-bc1f-dbb6c578e3ca,7bd4409e-69c1-4db1-9981-ade505b15e71,Financial,420895,2018-01-05,2032-05-19,762,Active,2025-03-15 11:32:06
c27a8e37-99be-43d1-944e-791666f194cf,0d3be10c-34e8-4372-ad1c-1299a4269f6a,Legal,481230,2022-06-04,2033-02-19,519,Active,2025-03-15 11:32:06
5e25ebb5-7dd1-4bee-bfa1-72bec329fe1d,74c787d7-01f8-4a64-9962-2aae4cad2c80,Legal,549315,2021-09-13,2033-07-20,556,Active,2025-03-15 11:32:06
168fe588-c1b6-4f5b-9077-432225cb21cd,50651098-2767-4d2e-9ed5-aec3da318b24,Financial,222070,2022-06-17,2028-01-24,340,Active,2025-03-15 11:32:06
28d2f0c9-bb01-486f-a6ac-c69e73d2ff68,97df1dbd-f87c-41c8-bb08-d2a2dccf6ab7,Legal,862439,2018-06-12,2038-06-23,166,Active,2025-03-15 11:32:06
4c51d7ac-bdfb-4fc9-b081-9e780ce05f2f,ddbe1dcb-4e6c-4584-bbfb-41ee9e14a3a1,Service,665980,2019-02-20,2028-05-21,141,Active,2025-03-15 11:32:06
3442d7bb-2a52-4104-87e4-079671020ab9,c17085ab-55c6-4713-ab09-089d78cede1c,Legal,541922,2019-12-06,2029-10-28,597,Active,2025-03-15 11:32:06
3553132a-3135-4971-8777-23d1108faaaf,ee099dd0-b302-442e-a229-0de68005d10c,Legal,244234,2016-08-08,2038-10-29,717,Expired,2025-03-15 11:32:06
332fb991-882b-429a-b9a6-f377af57c438,dfd58a58-6ec4-404a-b1be-efa64a9d8da3,Financial,606534,2015-10-17,2025-08-15,549,Terminated,2025-03-15 11:32:06
a4512943-1b95-43e3-ae76-85933ca10386,ddec1a51-409f-40f5-9a10-b06ef0436bec,Financial,672670,2020-04-21,2037-03-06,785,Terminated,2025-03-15 11:32:06
74135a1d-0933-444d-ade0-f07d9cb20816,2ac90016-b151-4ed4-9a14-d9ef92322feb,Legal,266961,2019-12-12,2032-02-23,682,Terminated,2025-03-15 11:32:06
48db387e-7ab4-4a5e-9fc5-3b92439b2075,59fbfc62-c4bb-4080-9dab-8f014ca2cfcd,Service,429719,2018-08-21,2034-04-01,332,Expired,2025-03-15 11:32:06
d4b7e5af-ef5a-4df9-9c28-20d21e6deb25,1e6db08b-81cc-4e9b-adec-5b2645393be3,Legal,795956,2017-01-23,2029-12-18,704,Terminated,2025-03-15 11:32:06
f3247f51-4599-424b-a928-34522d1eec61,4d9785dd-61a5-4b6c-87cb-a55e3b18cfa1,Legal,889243,2019-01-26,2035-04-25,497,Terminated,2025-03-15 11:32:06
727c03f3-2a49-46c4-b2e2-c1a76b5562d6,21ab6aa4-06ac-4ce6-b46f-8b973819120a,Service,498287,2015-06-08,2028-09-08,976,Expired,2025-03-15 11:32:06
43a7b117-6782-438c-96b0-d3aa28235171,12a5ae58-6137-44b3-b8a1-26090049848c,Service,739922,2019-09-25,2028-09-05,890,Terminated,2025-03-15 11:32:06
38200870-9cf2-41c1-b313-f81630cec16d,7c980cc7-868e-4187-ab90-66f7f8f7ca74,Financial,774306,2016-11-14,2028-02-22,104,Active,2025-03-15 11:32:06
00d93680-400a-42a0-9294-70d1096dd6a0,508d9816-3db0-4aab-8117-907a85ce2b24,Service,785535,2017-12-29,2032-12-22,154,Terminated,2025-03-15 11:32:06
4399ab1f-c49f-4858-868b-6b62b3bd24d1,a04b426e-7532-4ecc-9ebd-847957f66a62,Financial,915625,2017-01-01,2036-04-09,565,Expired,2025-03-15 11:32:06
51581db2-70de-4106-b4b9-1323187ed835,ac6087ac-23ae-4775-abff-5724569ca208,Legal,661485,2019-03-06,2039-12-24,806,Terminated,2025-03-15 11:32:06
3cb7b6f0-e41e-42af-b143-6124434ec996,b47814a5-0f38-4720-82fe-3b575e893a69,Financial,316211,2015-06-24,2025-09-02,589,Terminated,2025-03-15 11:32:06
3c565f4b-7499-4f8e-966a-025d738ba89e,9424bb23-019c-43d0-857d-43b16a64c6c4,Financial,579255,2020-10-22,2032-01-26,763,Terminated,2025-03-15 11:32:06
9dce4456-4c37-43c3-aced-834b709b8735,9f0553db-7ee4-4d69-b142-6138f5391f4b,Service,270599,2020-04-20,2038-08-19,952,Active,2025-03-15 11:32:06
25938dd7-a40f-4710-98e6-c2d5d5f94ac3,09665ef1-161e-4276-a897-dc671c7ebd9b,Service,875079,2021-01-24,2027-08-27,390,Active,2025-03-15 11:32:06
b3807e65-5bf3-4fd6-8f7d-cffd3a93e032,1089b7aa-2d8a-4def-9774-904eac24a40d,Financial,377042,2015-06-22,2027-04-01,781,Active,2025-03-15 11:32:06
0b523413-50e5-4aa9-bab8-278f4785a0f2,cad1797b-e3f3-45c1-ba4c-250e70fe922b,Legal,217570,2022-09-11,2034-03-21,156,Terminated,2025-03-15 11:32:06
c95c0620-a0c0-4e88-bf3c-25ee882bc816,927c1501-2918-47bd-8884-1b6255338d05,Service,376233,2019-09-26,2032-09-01,481,Active,2025-03-15 11:32:06
c7e2b95f-e067-4de2-b07b-467b47e29efa,80684ed0-9b6e-4593-b15e-c5ea1d0dc969,Service,352381,2016-09-20,2031-04-24,789,Expired,2025-03-15 11:32:06
acac91db-920f-4205-a730-da84d7bfa3fb,8561eecc-8628-442a-b646-8e3fd1b21c7d,Legal,823688,2021-05-04,2039-10-11,137,Expired,2025-03-15 11:32:06
00f8833f-fc11-4f30-8be5-d1e3101291d6,7c4a81c4-2e57-43db-96d9-c507d4741e3d,Financial,463835,2016-04-20,2031-04-19,788,Expired,2025-03-15 11:32:06
16587b63-dd78-4897-8bfa-c6c7e05de593,ffac6b34-e8ad-4b51-857e-19ef0a42ca5a,Legal,196570,2022-06-03,2025-10-25,268,Terminated,2025-03-15 11:32:06
08009cbc-4861-420d-829c-d576b59d1835,01f03d9d-316e-4d57-a4a7-1db04b1d9372,Financial,270599,2020-03-12,2027-11-17,311,Active,2025-03-15 11:32:06
7bd6d09d-f100-4512-89c1-450007254383,69880cb7-572f-4bb0-94bd-3eca0295bae1,Legal,362870,2019-09-25,2028-05-18,632,Active,2025-03-15 11:32:06
71887ece-55ef-402f-8e1f-6a7331ed1b53,3eb23e47-bc30-425f-a62f-647fa9212ba9,Service,673494,2017-07-16,2027-11-13,391,Expired,2025-03-15 11:32:06
703fb2a8-a22f-4517-b611-54c4703797e3,419502ef-7189-4868-bca0-0ea68bb8c29a,Legal,322592,2016-07-15,2030-07-31,781,Active,2025-03-15 11:32:06
c5ac4328-0a41-48ed-aedd-f0f241ae785e,d9cac9ad-0e99-4c6b-81cd-97359d63878b,Financial,168835,2020-10-09,2038-08-27,896,Expired,2025-03-15 11:32:06
2dee8ebb-ad0e-4a84-b02e-119ccec690c2,0302a610-256f-41c0-8405-e3aabd875e77,Financial,669251,2018-07-06,2037-11-03,332,Expired,2025-03-15 11:32:06
d035652e-bead-43d5-9118-df1c9b3858bd,a404eedf-ce57-4c57-bdf5-4b6d1f0aceaa,Financial,876890,2019-05-06,2025-04-03,713,Expired,2025-03-15 11:32:06
230ff0b5-fb82-4e05-a7c4-717dff91a640,38ed1f46-b6d7-4265-967d-d08400400d4b,Financial,575068,2017-07-22,2037-11-10,332,Expired,2025-03-15 11:32:06
5a34e8a3-7bf0-403a-8240-38eb78439446,58ad393b-3133-4538-a6c1-b5ceafd28899,Financial,513724,2018-04-23,2034-03-02,976,Expired,2025-03-15 11:32:06
ff8ec47a-e65a-4406-b471-9f3d8a90423b,15f394f1-1d1a-4ff3-bbfe-1f7826aad461,Service,847686,2017-05-16,2031-03-31,789,Terminated,2025-03-15 11:32:06
089bb4bb-74e0-43fb-8769-9c3c7e45f81c,c4f259e4-30e1-48c7-a485-d142482c5164,Financial,175245,2018-04-18,2033-10-19,473,Terminated,2025-03-15 11:32:06
30130fbc-29ce-48b3-97cf-ca013b11c7b2,a190b53d-836e-47d1-a88f-eed9c298b844,Financial,785641,2015-06-02,2035-01-06,481,Active,2025-03-15 11:32:06
54bddf0e-2c98-429c-8f59-ffa2ac656278,d0a977c8-13e8-41ce-a45c-37e4043bdbc2,Service,556791,2022-02-14,2038-08-11,519,Active,2025-03-15 11:32:06
ef4489d3-494f-4fe4-8c97-10f3d937408b,fd8e844e-869a-4d7c-9f46-3bc403d325b4,Service,513724,2019-09-17,2028-10-07,789,Expired,2025-03-15 11:32:06
af043257-011e-4408-83ab-12bde6cc83f4,1c3a6b80-c267-429c-8dac-9dbfb1f928ec,Financial,570054,2015-04-14,2036-05-21,565,Expired,2025-03-15 11:32:06
69b4dedb-739e-4269-9407-dfeee2c9e1b9,b208e4c7-3d40-413a-84c9-d70c135ccd5b,Financial,785535,2020-07-18,2029-07-20,585,Terminated,2025-03-15 11:32:06
c4e47c0c-730c-4449-a87a-2b3431e37d26,6f576f17-4f4e-47d7-b282-3ed07f58df83,Financial,149732,2021-12-10,2028-05-31,827,Terminated,2025-03-15 11:32:06
a43b1008-b343-463c-907e-8be4826e4c87,b9fbe86e-9dfa-471c-85d9-5bad2af1be6e,Legal,902824,2020-04-25,2025-01-20,584,Expired,2025-03-15 11:32:06
956903ce-9989-4130-9999-4e550600128a,955c7c97-229b-44ef-9222-0fee2b8b4e2e,Service,277665,2021-12-21,2036-09-03,391,Active,2025-03-15 11:32:06
02c44044-0e4b-4cad-b74a-c0f1aa6e0691,d6794e21-02f0-473c-9910-90270088b0f3,Financial,238499,2015-02-22,2036-09-12,584,Expired,2025-03-15 11:32:06
2ade8e94-49f4-4895-abfa-b60424b5155c,f04cd4d6-70dc-492a-9869-3bf1b816da58,Financial,442050,2022-10-14,2033-12-07,121,Expired,2025-03-15 11:32:06
373661b1-d468-4515-bd87-1bfa242c886a,9a257157-78d9-4458-a09a-623db562bcd7,Service,150553,2016-11-13,2032-01-07,863,Expired,2025-03-15 11:32:06
0fcf81c4-7f93-4b96-adc1-3fff0e53b2a2,57cc9913-38be-4b52-9dc2-7177f463190d,Service,902433,2015-05-06,2035-06-08,827,Active,2025-03-15 11:32:06
4f2def1c-47c8-4e97-87a0-e1377388c798,f2003d85-240a-4750-9dcf-452e68c48388,Financial,222070,2022-03-13,2034-12-22,601,Active,2025-03-15 11:32:06
75eadbc9-8911-4468-9575-c078e36d2929,bbb19ab2-7d47-41d4-b4bf-88a1e53c20bc,Service,196570,2017-04-27,2034-03-21,156,Active,2025-03-15 11:32:06
5e627491-b4e2-45d9-bf3f-7ae09a78243e,eced449e-4df6-47b3-a2f3-f99e1dd8434c,Legal,337085,2016-01-24,2036-06-08,386,Expired,2025-03-15 11:32:06
bf6ab22a-da20-4d47-9fb0-5fd74b45c257,c46e6c74-0cb3-4aef-b96f-0ddaae2d1892,Service,230935,2022-09-07,2028-04-18,884,Terminated,2025-03-15 11:32:06
7ef272aa-ab57-4f82-b1c2-2ebcb8db4cf5,51fa0cc4-d7f9-49fb-a69c-e606294e5412,Legal,772144,2023-10-11,2037-12-02,785,Active,2025-03-15 11:32:06
a301e671-a514-4de6-8f38-193010085def,ad6f64d2-e5ac-4196-b998-31a7e1963470,Financial,495513,2020-07-25,2029-03-17,692,Terminated,2025-03-15 11:32:06
ea3310be-84b6-45ee-b0e2-0ca38923d3fa,e51422e9-8634-424e-9311-8af27d09c933,Service,931743,2016-10-10,2032-09-22,104,Expired,2025-03-15 11:32:06
ae627978-d99a-42f5-97f7-0a637ef9e4d6,cb37a4e1-bfd7-463d-a1e9-f52e645ca991,Service,814368,2022-12-22,2037-09-17,481,Expired,2025-03-15 11:32:06
113e091d-b109-416d-b54e-896d01b5b17c,bd1b7fe0-31b0-4121-a3e4-778522b197af,Legal,585858,2019-09-23,2030-12-21,788,Active,2025-03-15 11:32:06
