transaction_id,account_id,transaction_date,amount,transaction_type,merchant_id,status,created_at
740a501a-a475-4842-814f-299ff9188094,78611,14-03-2025 17:35,2719.09,Transfer,0ae6ac7f-adff-4cbb-9580-604dad5e60eb,Completed,14-03-2025 17:35
1578bbf7-62c7-410c-a7d7-ca9c57376ccb,68647,14-03-2025 17:35,3967.88,Transfer,97a5a973-d8c6-44e1-a7d0-5e34a110c568,Completed,14-03-2025 17:35
3be445ab-7210-4829-8cc6-e138949c12f1,41344,14-03-2025 17:35,1212.69,Credit,5a780237-0e83-4fd4-9fd3-a588a59058dc,Pending,14-03-2025 17:35
30fa9169-ef92-4624-82c2-0381cb43bb4a,34449,14-03-2025 17:35,4639.39,Transfer,2e63f112-7ff4-47f9-b2b7-3c263b68bf58,Pending,14-03-2025 17:35
b61e4843-ae33-4f1f-86c9-9baad73df247,84004,14-03-2025 17:35,2328.63,Debit,d2fe4686-d3ae-456c-b7f3-0a2bc022a583,Failed,14-03-2025 17:35
a451b50b-4c1e-4f68-8ec5-77c074d9823d,36946,14-03-2025 17:35,3843.54,Debit,6a862380-ec96-4d87-936d-69f300145cff,Completed,14-03-2025 17:35
ed71c6d9-d4c6-4b9f-82e0-21d7af368287,57781,14-03-2025 17:35,2215.26,Refund,80370f38-ebdf-473c-8d9a-cf8875772137,Pending,14-03-2025 17:35
7a985d70-972f-4443-961b-587a0f5c647c,53887,14-03-2025 17:35,68.98,Refund,00db49e7-55c6-42be-b5f7-428345c5104b,Failed,14-03-2025 17:35
7fed0bab-d060-4300-8691-db49f0baad25,63569,14-03-2025 17:35,906.88,Credit,e3042aa0-0a17-4342-8da2-196fd27e4200,Pending,14-03-2025 17:35
60b42c38-fd32-4e7c-ae72-1a613c9888ec,53809,14-03-2025 17:35,4760.91,Transfer,96d13810-68a6-459d-91d5-4865eca7987d,Completed,14-03-2025 17:35
85810c06-46f3-4404-b63c-c579d44217bf,13640,14-03-2025 17:35,1861.27,Credit,390009ec-c40b-4540-85b0-11c6ed55323a,Completed,14-03-2025 17:35
354e892b-eb3e-4f06-9742-6256a1562859,74174,14-03-2025 17:35,3818.99,Refund,eb9461eb-a192-4849-99c5-adfc0ef04819,Completed,14-03-2025 17:35
da93ac0f-5db9-4733-91c2-ac21ea61574b,88149,14-03-2025 17:35,4453.53,Refund,9a761241-e04b-45fc-8413-1266052ea759,Completed,14-03-2025 17:35
3ed9578d-15ff-4cd2-a864-48f2df105775,27501,14-03-2025 17:35,3334.33,Transfer,17589d3d-85f9-47b2-b6cc-df5b2215a655,Pending,14-03-2025 17:35
d375fe75-40a1-44db-b447-70d4ff19b850,48864,14-03-2025 17:35,1887.42,Transfer,ed2f54b7-6dda-42de-a1d7-dee1d77a873e,Pending,14-03-2025 17:35
57013625-f8e4-409d-8058-8360908c3cc3,35772,14-03-2025 17:35,2541.07,Credit,1e7c39eb-c940-4395-a46d-39b421fcd5ab,Pending,14-03-2025 17:35
b175a63c-ace9-4f15-a07f-7da762358e94,52508,14-03-2025 17:35,4868.35,Refund,1ba5bb8b-6106-4627-aab2-5ce5783430ba,Pending,14-03-2025 17:35
8a30661f-e061-4b27-8669-08348f0c12e4,14212,14-03-2025 17:35,3884.22,Debit,9ba1bfac-4c11-4151-a19a-29ab035a3090,Failed,14-03-2025 17:35
ee9010fc-3bfa-4cb2-a028-8b62ab0d2622,75654,14-03-2025 17:35,994.78,Refund,089e2d60-0756-4f5d-9955-cfac66d65978,Failed,14-03-2025 17:35
443134cc-ab1b-49d8-93a3-1b177f1f73c8,86216,14-03-2025 17:35,4077.16,Transfer,12856445-5e89-4097-8525-43e3c3c3481b,Pending,14-03-2025 17:35
aece7dbb-87db-4fa6-a0ec-c8b5f1c679f4,28702,14-03-2025 17:35,3557.34,Credit,ac2f992f-a2d3-4b4f-98b7-12fd16e5eea0,Completed,14-03-2025 17:35
7346e89e-5662-43e6-8418-e51115845681,52381,14-03-2025 17:35,3051.32,Transfer,5b91dc1d-0c71-4430-835d-5475d8e8a9c6,Failed,14-03-2025 17:35
8ec0b154-1933-4c8f-8c48-278212d67c17,98248,14-03-2025 17:35,4996.16,Credit,74525ff3-6fac-4dfc-8a52-d1044a316edf,Failed,14-03-2025 17:35
ff03fd71-4751-4c4b-b885-522f33d8e654,20404,14-03-2025 17:35,2142.33,Refund,8bf49211-cd6e-4964-aac8-a56831ae97d2,Pending,14-03-2025 17:35
32a3e8a4-2efd-41dd-b2c2-28e25fa274b7,84398,14-03-2025 17:35,2001.03,Debit,0c7ffaa0-b57e-4a06-81c4-28ab450999f1,Completed,14-03-2025 17:35
b072704c-0104-4860-b812-dadd65d871e8,55260,14-03-2025 17:35,3281.91,Debit,bc065f4e-d47a-4feb-82d6-61f3f54086ea,Completed,14-03-2025 17:35
a69f2a9c-7278-4e81-abeb-c5cd3f1b206f,27594,14-03-2025 17:35,4282.09,Debit,bac6127e-581d-4fa0-9c52-5cdabec68f42,Failed,14-03-2025 17:35
8d156218-9861-4fb2-befa-15e8d1b6b8d1,24965,14-03-2025 17:35,3933.12,Credit,96b5c663-d913-4c76-8603-d37114b67794,Completed,14-03-2025 17:35
d27a3f15-d619-4158-8a0f-3b17f777da66,39831,14-03-2025 17:35,2287.28,Refund,6eb4474a-b648-4032-890a-08f56d845bea,Failed,14-03-2025 17:35
5c498ec1-ce87-4db5-8896-9614c27147dd,33130,14-03-2025 17:35,837.02,Debit,d7729af7-46cb-41a8-b28e-074a9d84349f,Pending,14-03-2025 17:35
2415bb84-e157-4d67-886f-a1a6b7c6de17,84399,14-03-2025 17:35,4423.37,Debit,71f2e1b6-cf1e-4e0d-b7e0-a674aaa5d68b,Failed,14-03-2025 17:35
65d770cf-864e-470c-84d4-c3ce4a80cf83,10729,14-03-2025 17:35,1552.9,Debit,41a6a8a6-071f-41b5-aebd-b0355150faed,Completed,14-03-2025 17:35
b90125d6-b4f2-49f8-aae1-4da81721e5b7,90406,14-03-2025 17:35,2009.43,Debit,881bdaec-1448-4c17-9084-ba2a028e0ff0,Failed,14-03-2025 17:35
78e0b06c-9c57-4050-a330-a8e22cb19dbb,24787,14-03-2025 17:35,387.86,Refund,bbe6a92b-1128-4625-b5e3-8145b4927cde,Pending,14-03-2025 17:35
9d66798a-de3c-4cce-bd6a-8bdf0fcb995b,10617,14-03-2025 17:35,1661.44,Debit,9fd0a993-5879-4c7b-80aa-d57ebad854e2,Failed,14-03-2025 17:35
439ada32-6115-4340-9b57-4e0c0de89b42,30422,14-03-2025 17:35,339.44,Refund,b5688643-f04c-462a-97cb-4a0fba680616,Pending,14-03-2025 17:35
946868d2-d72d-4faf-b1ca-7068119a0b5a,65762,14-03-2025 17:35,2799.16,Credit,f2ab91c2-292d-40ba-998a-5c70603e8129,Completed,14-03-2025 17:35
f641e9da-4d43-4169-9b35-4cba15da15e0,96987,14-03-2025 17:35,2969.3,Debit,ed0226e1-3309-428a-885f-75afe6b9d0dd,Failed,14-03-2025 17:35
ca6bc1e9-3a74-4d44-8ce2-2125db686244,66418,14-03-2025 17:35,2348.06,Debit,889d23ed-229e-4902-9ad0-3ebcd3e0e90a,Pending,14-03-2025 17:35
2ea2a60c-f247-45b3-b459-b05750fd0862,24613,14-03-2025 17:35,3585.95,Debit,b6313f8a-1f6e-466f-b3b0-d45ee7a891c0,Failed,14-03-2025 17:35
6bcf6cbb-dd35-4ef0-9576-ad93651faf64,75936,14-03-2025 17:35,480.52,Credit,15d529f2-dce3-4c0a-9e1a-ff225d5573e3,Pending,14-03-2025 17:35
323c143b-2cc7-42f8-9330-38b43b5a3f75,52386,14-03-2025 17:35,3163.06,Debit,48b8756b-a8a8-4003-9c8a-d50f9c1df42c,Completed,14-03-2025 17:35
3c5bf1e0-159d-46f7-9489-33fd4456168b,27830,14-03-2025 17:35,3653.33,Transfer,b261f3d2-0cdd-46fe-a455-c0f356c7f908,Failed,14-03-2025 17:35
8f2edb80-c1a5-473d-9ba5-d3a48f567580,44266,14-03-2025 17:35,3896.73,Refund,379a1a20-e2aa-4e09-ad98-c3e3e039d538,Failed,14-03-2025 17:35
68388e00-f926-4984-8546-44c10df590af,48993,14-03-2025 17:35,1023.55,Debit,99672a26-022c-4640-8bf5-92027a731cdd,Pending,14-03-2025 17:35
0fdef3f2-cf00-4f3d-99e6-478941ee7046,96586,14-03-2025 17:35,3502.27,Debit,97fe43a6-990d-45bf-8955-35060bfaa584,Completed,14-03-2025 17:35
8993457e-ec95-44d1-ad3d-8c45f626ce74,71685,14-03-2025 17:35,2889.92,Credit,108899e4-b552-4d90-af74-9d6148a7f11b,Failed,14-03-2025 17:35
d3ffa123-b674-4b29-9bf9-de733831d990,45432,14-03-2025 17:35,1954,Transfer,0434a7e0-2c28-4d39-920e-0261e255d72e,Completed,14-03-2025 17:35
64c289e6-c6ff-426e-9422-c24a940c21f3,54729,14-03-2025 17:35,2218.43,Refund,5bdc8793-c256-44a7-a984-851860888fd1,Pending,14-03-2025 17:35
d3607981-37d0-474e-a4ce-d2eb20e03e7c,82567,14-03-2025 17:35,765.89,Debit,b66b702f-391a-4703-b25f-6c6d134831c1,Failed,14-03-2025 17:35
dfa7aa2b-5b88-4309-b5c7-25328e028bc5,12683,14-03-2025 17:35,4626.37,Transfer,d4d2a3e5-ceaf-47c9-9bad-30ac03ccdb95,Pending,14-03-2025 17:35
ea48b2c1-d355-4490-89ce-731ae6c3a2b0,68186,14-03-2025 17:35,3654.54,Credit,f258fc32-5d1c-4cf1-be29-de26a74e8f32,Completed,14-03-2025 17:35
3c998f4a-ba9b-4f81-9477-fc49311f9a3c,36631,14-03-2025 17:35,2472.02,Credit,d98b47bb-41e1-4e49-aba7-c8625ef683e1,Completed,14-03-2025 17:35
69c13fda-a8be-402c-9989-84aaa00642e4,85415,14-03-2025 17:35,2255.78,Credit,f57d90b8-622b-42b6-9b35-e73c513fd00b,Completed,14-03-2025 17:35
343c1f70-6146-430d-ae11-285b7701a974,45194,14-03-2025 17:35,3983.68,Debit,46f0e1eb-8044-4832-a4ab-85966a8a6b86,Completed,14-03-2025 17:35
c332f3fb-2c34-435d-998a-5b77fed6a389,39329,14-03-2025 17:35,2204.56,Debit,f23afbd6-af38-4e61-b18f-21ef5468758a,Failed,14-03-2025 17:35
235f21fa-5421-4595-aae1-38d7f4d32078,68642,14-03-2025 17:35,2442.88,Refund,b88a28ef-a734-4041-a687-d36f9ab98050,Completed,14-03-2025 17:35
c8ef2408-f92b-4a57-b35e-162e5d55eafd,45862,14-03-2025 17:35,3794.5,Credit,f1323ea2-e15e-4b74-ad73-9a7d4e941a5f,Pending,14-03-2025 17:35
d6e24e46-36e8-479c-a82d-05f703cbb928,63957,14-03-2025 17:35,1291.36,Transfer,e44492d4-3943-49a0-a2eb-d29f74c5bc97,Completed,14-03-2025 17:35
6a48dcd1-6744-47b6-a30d-f2a839a028a6,41808,14-03-2025 17:35,4788.16,Refund,6e5eed6d-430a-43af-97cf-2a24f7d5b6c3,Pending,14-03-2025 17:35
b416480c-8d96-42be-92e5-147159a82b04,23195,14-03-2025 17:35,456.84,Transfer,67258381-a56a-461f-bb0d-541d7dea96cb,Completed,14-03-2025 17:35
c887eda4-2314-4b52-b1c2-831d04542532,46560,14-03-2025 17:35,719.15,Transfer,d6217835-d47a-466d-928f-3fe3c9af6c62,Failed,14-03-2025 17:35
41117e41-8684-499a-b58f-5ffa1a38af7c,87104,14-03-2025 17:35,4895.14,Transfer,2b58c437-7db8-4803-b2aa-8d0129cde65f,Completed,14-03-2025 17:35
1c0026bd-10f4-407c-8fef-143fb5f4b426,76428,14-03-2025 17:35,4109.61,Credit,0bf5c2f2-0e52-471d-af51-d1bcdb647208,Completed,14-03-2025 17:35
01a0bf9b-1380-4797-85fe-6c5ced33a2c7,96493,14-03-2025 17:35,453.71,Refund,43b2ca97-3b57-4897-91ed-b67630eb1799,Pending,14-03-2025 17:35
9c8a4f21-0b8b-4bc0-8193-6b664476cd93,68796,14-03-2025 17:35,3623.7,Credit,bee9de1a-79d9-4e56-8fd6-06e36e1ae91d,Pending,14-03-2025 17:35
a7e7e4ab-e512-4103-8c88-f78b570054d0,78042,14-03-2025 17:35,2520.58,Transfer,93bf8a32-cf39-4e98-802a-7a1709e9d9f6,Completed,14-03-2025 17:35
6718fd78-7322-407e-b982-050f64b05a91,71069,14-03-2025 17:35,3562.77,Credit,a4309af6-0ca3-479a-853d-fa1463393c71,Completed,14-03-2025 17:35
705d97b3-cbfa-4538-bc61-3b4b41043f33,30611,14-03-2025 17:35,2331.5,Refund,7aed7977-950e-4960-8049-9b70cca9280a,Pending,14-03-2025 17:35
65c6f4f2-db83-4a0a-bb13-de2db1888826,95135,14-03-2025 17:35,1340.23,Refund,ed47a8db-f75a-4875-ba90-98e41d9447d9,Failed,14-03-2025 17:35
d186bd9f-0a56-409a-aca5-a40169044a72,85590,14-03-2025 17:35,240.67,Credit,806a4225-9da1-4d4f-80ac-778961bd9a8d,Failed,14-03-2025 17:35
31a8652d-eb28-4b81-a4b4-f93cb94779ef,30244,14-03-2025 17:35,1079.64,Debit,b5cb84bc-431b-480a-88cb-6f942a110cd5,Pending,14-03-2025 17:35
bb99afaf-1d24-4bad-ad38-622b986b7630,79081,14-03-2025 17:35,1251.35,Credit,5e96e841-b87d-4b3a-970d-49f5cbd3ffb0,Completed,14-03-2025 17:35
a3210681-4e58-4167-80c0-99c1c0357f0e,53401,14-03-2025 17:35,21.7,Credit,93cc1e52-5507-4a3c-a7de-3ba7583ca73a,Failed,14-03-2025 17:35
25395c0d-e7c5-487c-8d97-ebb7c8c0c883,56439,14-03-2025 17:35,4164.49,Refund,5d373eb3-3baa-40f6-a4b2-8ebc3e7d3de0,Pending,14-03-2025 17:35
a117d87c-849f-4774-a7b1-a30745b7b6dd,11214,14-03-2025 17:35,2637.64,Credit,7d0bdeab-e84c-4e06-ad50-114cb55a8a43,Completed,14-03-2025 17:35
8bacc1ee-d99b-45ad-8ee6-894709a120bd,33164,14-03-2025 17:35,878.12,Debit,6b416601-88a5-4fdc-80f1-e261918b1127,Completed,14-03-2025 17:35
c18d01f8-d24a-439c-b9fb-a3f7d78105f8,58508,14-03-2025 17:35,1858.62,Transfer,883bf629-f5a4-4e6e-b17f-7ef2b70293a9,Pending,14-03-2025 17:35
423855b1-b258-4c0c-9f41-1a1b0b0204bc,23164,14-03-2025 17:35,405.48,Transfer,8283bea3-08f2-4184-9eaf-4815f79d1318,Pending,14-03-2025 17:35
23974e91-126b-4d9e-bef3-96d37d1a3b68,98793,14-03-2025 17:35,2243.26,Debit,59558cdd-e393-46b9-ac06-5456e5a54448,Failed,14-03-2025 17:35
c63805e4-f49b-4baf-a683-d1c91f0ccb47,44516,14-03-2025 17:35,2678.09,Debit,51e97ed0-f284-44ff-9bb9-c9f4a78eca1b,Failed,14-03-2025 17:35
383980a4-6e67-4ac3-b3f9-7bf187b88e46,48789,14-03-2025 17:35,1108.68,Transfer,b18c9f52-42c1-4407-8533-0a6c3ac8abb2,Completed,14-03-2025 17:35
66dd6aab-e359-4942-9488-2c6a504a3c3b,55707,14-03-2025 17:35,2152.77,Refund,1f43ba4c-5336-4903-89ca-d75ef6a8b49b,Pending,14-03-2025 17:35
93288fa8-91f2-4ea7-ab7c-9e9c28d7fc3f,61212,14-03-2025 17:35,4764.49,Refund,4892aeb6-4e9e-4e7b-8cda-695e6cc2e6b0,Completed,14-03-2025 17:35
7057feb2-b6cf-4608-8da8-a46d8233c5a5,47950,14-03-2025 17:35,2541.33,Transfer,cb24dbd1-c97f-4d08-87d3-a445e1820866,Completed,14-03-2025 17:35
2ebe2500-d559-498b-a887-ef98e8497529,32176,14-03-2025 17:35,3629.42,Refund,7e9dd55b-58d2-4d6b-b9e4-117bee5173da,Pending,14-03-2025 17:35
5daf68b2-ed43-426e-a832-548f9ce2eea8,44881,14-03-2025 17:35,3184.74,Credit,65d99091-f92a-4209-98f0-4c9e95804bbb,Completed,14-03-2025 17:35
ca256991-39f2-4487-a0c9-c229f28506a8,54401,14-03-2025 17:35,1721.59,Refund,c19a5b66-ccdf-4914-97e8-45e77e278613,Completed,14-03-2025 17:35
becf0c6e-bdd9-4f5e-af8f-4c57d21699d7,97969,14-03-2025 17:35,57.27,Credit,34354b29-be74-475c-b134-0421d244eae4,Pending,14-03-2025 17:35
8e7a78d5-701d-4a3c-97e2-0aa6b8c943f4,86327,14-03-2025 17:35,3489.69,Debit,40e521ed-2faf-46e2-82a1-22ff39f79842,Failed,14-03-2025 17:35
2573480c-ce1d-4723-b3dc-c86a7a0f5cd7,87450,14-03-2025 17:35,3799.75,Debit,885e3e1f-1fce-41ec-a055-246982e3a4bd,Failed,14-03-2025 17:35
b838fe8f-257a-4dc2-8c61-99bb229cf3d2,53018,14-03-2025 17:35,3677.3,Refund,98e5d572-b660-415f-ab58-4d1427035249,Pending,14-03-2025 17:35
c7418691-274b-4a5b-a192-3316c6edd025,19240,14-03-2025 17:35,389.93,Transfer,0f662cde-32d1-4e7c-b662-d7afd4d9a280,Completed,14-03-2025 17:35
4a559fa4-3eeb-457e-8736-5985a155dee5,78667,14-03-2025 17:35,4621.59,Transfer,bfeeeca4-badd-4554-9a80-bc974f77f6d6,Failed,14-03-2025 17:35
03532891-a912-433a-9104-b669e5322e13,34049,14-03-2025 17:35,952.08,Refund,671ef61e-4c26-4e22-b3cf-8f8d0eb6533c,Completed,14-03-2025 17:35
85c36110-0f6d-4718-9895-e4568ffd7db5,38872,14-03-2025 17:35,3153.51,Credit,4ebd0fff-2f8b-44d2-8b14-788d4c7bc34f,Failed,14-03-2025 17:35
10345d89-3ccc-4e45-95ed-f69db2310810,25173,14-03-2025 17:35,4291.63,Credit,fdea48b9-33f0-4ae5-8554-bb75b3c964d5,Completed,14-03-2025 17:35
61463956-3051-4e20-bb27-74139fe65691,97188,14-03-2025 17:35,3109.4,Refund,275be228-d1a6-4c83-b2f1-5d992a628ffd,Failed,14-03-2025 17:35
10e0d3c4-fa4e-4bdf-a14c-8ececee941f0,98988,14-03-2025 17:35,4182.69,Refund,3bd1895f-beb8-48be-b5fa-b0c244304d3b,Completed,14-03-2025 17:35
23f1c100-2ac6-4f9f-8eb6-2b9f8e6bbf3d,49929,14-03-2025 17:35,2221.12,Debit,5222ca25-4041-4100-8020-514f8d7e6da6,Failed,14-03-2025 17:35
5f25ff14-b990-4047-998c-b3e7b8b32b50,39485,14-03-2025 17:35,126.04,Debit,28fbf391-2586-4c5c-83fa-01ba5e828d94,Failed,14-03-2025 17:35
02989181-3632-4cc4-bd45-3bfc6d6034b4,88962,14-03-2025 17:35,2737.72,Debit,13243af0-818a-4998-8da9-a3266c1b4ed0,Pending,14-03-2025 17:35
7f3fdb0c-6f1b-43aa-aefd-d4f4bc1f5781,12907,14-03-2025 17:35,2816.14,Refund,223c3114-5809-42d1-996b-604a484950a0,Pending,14-03-2025 17:35
6640bb63-2fab-4c80-bb31-74c058310d4b,73377,14-03-2025 17:35,3189.52,Credit,52282f40-a93a-4cad-ab3b-05df1ae8a8bf,Failed,14-03-2025 17:35
42f1581f-e979-415d-89d1-c4e194328138,62068,14-03-2025 17:35,309.97,Transfer,4f742ea2-36d8-4fd2-980e-d91a66444705,Completed,14-03-2025 17:35
2b2688aa-eacc-4e70-bdb7-4c07a952cf00,63237,14-03-2025 17:35,1540.77,Transfer,a83dc825-6afd-471e-8ca6-d7aafe42db09,Pending,14-03-2025 17:35
d547ce55-318b-4159-90a4-bcd8c195aa1d,16710,14-03-2025 17:35,675.05,Credit,daa654c8-4d24-4f14-8e91-fafb30c281e7,Completed,14-03-2025 17:35
4d603736-9bcd-4d7d-a6f1-6c530fb5feda,99048,14-03-2025 17:35,1150.49,Debit,87c88ff6-9e07-46f1-a41d-2f6a02c18845,Pending,14-03-2025 17:35
8230fd10-3b83-4937-b936-7231615ab895,82827,14-03-2025 17:35,3746.21,Transfer,09e06179-5425-43e1-80f7-a480d009014a,Completed,14-03-2025 17:35
37194a9a-78a1-442f-b3d8-b2ca06734ade,39800,14-03-2025 17:35,3641.82,Debit,235d561e-180e-43a3-94c2-c9d61c5e5098,Pending,14-03-2025 17:35
ebdcd70f-1a40-421c-b75f-974756998e3b,85142,14-03-2025 17:35,2128.66,Credit,14dc866b-f6ca-4c7f-a0f9-adfd19bf315d,Pending,14-03-2025 17:35
06f60bfc-8b60-41b2-931a-2e165dcf4e0f,69294,14-03-2025 17:35,2944.91,Credit,827c6fd6-b72d-482e-b5d9-b5c838db0a6f,Pending,14-03-2025 17:35
97f5f1bd-7382-46c4-aad7-2f9b92e54d2d,95256,14-03-2025 17:35,1595.98,Transfer,4e70983e-59ad-4600-93cc-54cbd71f8c97,Pending,14-03-2025 17:35
3b5138a5-8a4d-44bb-87fd-3d3257e21ae8,77616,14-03-2025 17:35,4383.54,Refund,a91c7b33-aaa6-42a9-b8c9-8cbf23ffc85e,Completed,14-03-2025 17:35
af2602bd-3ef4-4716-8320-4af027183a71,19473,14-03-2025 17:35,1908.66,Refund,a33face0-78d5-4eb1-a98d-60df260e6b22,Completed,14-03-2025 17:35
95bfeff6-5bff-4af3-9dc7-6f56181931e7,89250,14-03-2025 17:35,690.16,Refund,f80c60ec-a011-4fcd-af40-ad4021b80bd9,Failed,14-03-2025 17:35
f4c96e09-3af6-4085-8d25-24c156e10ae3,69644,14-03-2025 17:35,2202.14,Refund,5ec5022a-0471-4fcd-9110-2fab3fd75664,Pending,14-03-2025 17:35
93aaed52-9ef5-4df0-987f-23f44630daab,86215,14-03-2025 17:35,1097.66,Credit,e0455502-9d66-4b3e-ba39-20ab909807a2,Failed,14-03-2025 17:35
a9b9ef00-194a-4132-b06b-2aa65bdc8bfe,96299,14-03-2025 17:35,179.38,Transfer,d844f2e0-1c54-4413-a687-ab2e1d898c09,Failed,14-03-2025 17:35
478f7cb3-0435-4498-bc9e-862b6265fb1d,48489,14-03-2025 17:35,1326.97,Debit,fe81f7bc-0742-440b-a709-4ef24483b17e,Failed,14-03-2025 17:35
41fb16f0-ab34-49d7-8d3a-2fd59179e05b,29161,14-03-2025 17:35,4505.99,Transfer,5b081cdf-35de-4962-af01-5f5b0aff6a0a,Completed,14-03-2025 17:35
1b22e0b8-cf91-44e9-a607-5737adf0b909,96993,14-03-2025 17:35,2210.68,Debit,f409f79e-9168-4840-a7d5-7ba826d88bfe,Failed,14-03-2025 17:35
2dec0313-d070-4b92-885e-d5c0292b853e,90708,14-03-2025 17:35,4646.74,Credit,3bab30ef-3a6c-4c0f-a256-ec459925c209,Pending,14-03-2025 17:35
cd28c066-5d83-454d-bad3-2a9c87dadd51,43227,14-03-2025 17:35,4300.51,Transfer,16329baa-3c95-4d4e-8c9f-d2501bf33ff8,Completed,14-03-2025 17:35
ca43b5f3-5e5a-496a-a1e3-c7a5bee7c1c7,92714,14-03-2025 17:35,1576.8,Refund,73197bd4-7dbc-40ba-98e5-1aafc354c532,Pending,14-03-2025 17:35
598416b7-3a83-4f62-b95a-45d8162e2144,16513,14-03-2025 17:35,805.26,Credit,682b3374-4e96-40ae-bae6-12ac533bc536,Pending,14-03-2025 17:35
2e02d975-b264-4ae2-b5f7-4550e8c7b5a9,51476,14-03-2025 17:35,163.86,Debit,077f2cc1-42dd-4c40-b073-e20931cbc078,Failed,14-03-2025 17:35
c6b70392-b826-4c03-9220-e518483b4025,17324,14-03-2025 17:35,2587.89,Debit,b4354d8f-36a4-4f05-b7fe-64dfb22eadd3,Completed,14-03-2025 17:35
b1b8df2d-a3e4-4ff1-8490-25983e919a8c,28895,14-03-2025 17:35,731.43,Refund,b3e066f2-66cd-41e6-9b51-fc2675445186,Failed,14-03-2025 17:35
998f6527-7b0a-4e06-aa0e-9f118f4d2464,65091,14-03-2025 17:35,2710.89,Credit,60b4adc5-5405-40cb-898f-653d35718a6e,Completed,14-03-2025 17:35
a4bf4ad9-e488-4d0f-b7ed-1e0a31e525e8,59809,14-03-2025 17:35,4111.89,Refund,9849f32d-7f09-4924-91a2-f88044e6c8c7,Completed,14-03-2025 17:35
6d4122f2-9126-4d35-9ae1-cb7b0eea5a57,13366,14-03-2025 17:35,98.19,Transfer,7074ae2f-2c42-4cc8-a15f-2798ab7918e5,Pending,14-03-2025 17:35
