segment_id,node,description,parent,start_date,end_date,uda_channel,aggregation_consol,data_storage,allow_posting,allow_budgeting,enabled,summary,created_at
40215afb-73d9-4a69-aa11-420386b26c2c,,Channel Segment 454,Parent-27,,,,,,,,,,14-03-2025 18:05
352c3dc4-bd54-4500-8381-55b1470d0d07,,Channel Segment 176,Parent-89,,,,,,,,,,14-03-2025 18:05
0ff5ce07-8f83-41e6-9a03-31c97db6317e,,Channel Segment 192,Parent-21,,,,,,,,,,14-03-2025 18:05
b291a240-8742-4b40-a321-76d8c8fc4760,,Channel Segment 927,Parent-42,,,,,,,,,,14-03-2025 18:05
f1b20e3f-1609-438b-8a0a-a82ce13b271d,,Channel Segment 859,Parent-60,,,,,,,,,,14-03-2025 18:05
2b8be921-ecfe-499d-8877-1a23a987361d,,Channel Segment 402,Parent-75,,,,,,,,,,14-03-2025 18:05
5911def0-e45b-4381-9cbd-3a2d95e98e19,,Channel Segment 64,Parent-71,,,,,,,,,,14-03-2025 18:05
9eae85ac-abcb-4106-b685-7cbbcfcfb536,,Channel Segment 173,Parent-41,,,,,,,,,,14-03-2025 18:05
325a5b42-378c-4d44-8a00-b1ebb10082b2,,Channel Segment 774,Parent-20,,,,,,,,,,14-03-2025 18:05
843c7440-b306-4235-848e-9fbda4721c6c,,Channel Segment 663,Parent-83,,,,,,,,,,14-03-2025 18:05
b0e1bcf8-1838-45f7-84ef-1f6a253b0cd1,,Channel Segment 799,Parent-52,,,,,,,,,,14-03-2025 18:05
063f5c0d-f835-4def-888d-f05a578ca8b0,,Channel Segment 871,Parent-6,,,,,,,,,,14-03-2025 18:05
4104c383-3a9e-4954-9b46-71275931aea5,,Channel Segment 586,Parent-60,,,,,,,,,,14-03-2025 18:05
6df60032-3842-4f59-8fb7-066fb7510de2,,Channel Segment 331,Parent-15,,,,,,,,,,14-03-2025 18:05
fdc929f6-661f-4af7-90d0-7e84865f5233,,Channel Segment 520,Parent-59,,,,,,,,,,14-03-2025 18:05
e6f499cd-6542-445a-a560-7b59c7748962,,Channel Segment 485,Parent-68,,,,,,,,,,14-03-2025 18:05
87a415b6-6bc1-4b39-a242-83dc013776b0,,Channel Segment 407,Parent-87,,,,,,,,,,14-03-2025 18:05
d58dbfb4-1495-4ece-9d2c-89f7d6dbefae,,Channel Segment 187,Parent-23,,,,,,,,,,14-03-2025 18:05
7d27b089-f018-4735-aa7f-21a329897507,,Channel Segment 392,Parent-76,,,,,,,,,,14-03-2025 18:05
c45b1174-2d57-4c19-bf0a-14dfc18342c3,,Channel Segment 425,Parent-81,,,,,,,,,,14-03-2025 18:05
5d76ff6d-9641-4e47-a103-394877102e11,,Channel Segment 847,Parent-4,,,,,,,,,,14-03-2025 18:05
44ef7d90-e32d-4381-9b97-c70781f60df7,,Channel Segment 815,Parent-94,,,,,,,,,,14-03-2025 18:05
f5d81cdb-64b9-4c74-a1b2-dececdf7058f,,Channel Segment 174,Parent-24,,,,,,,,,,14-03-2025 18:05
525f0dbb-9c84-456d-a806-bb8587bba465,,Channel Segment 198,Parent-92,,,,,,,,,,14-03-2025 18:05
7d5e9dcd-518c-4d8b-8ca8-d33c2f257dbf,,Channel Segment 489,Parent-94,,,,,,,,,,14-03-2025 18:05
2a99a828-103f-4671-9f07-ac66eca28d4a,,Channel Segment 210,Parent-71,,,,,,,,,,14-03-2025 18:05
7490be1e-8c12-4ab0-b3e7-6e8c858dd1c7,,Channel Segment 720,Parent-28,,,,,,,,,,14-03-2025 18:05
aeba978a-173f-415f-b33b-133da5e06c4a,,Channel Segment 902,Parent-27,,,,,,,,,,14-03-2025 18:05
1372a8bf-cc7b-4975-8d69-a0a1caf911ad,,Channel Segment 75,Parent-85,,,,,,,,,,14-03-2025 18:05
6afe164d-fb66-4a7f-bbe8-abe085743aa2,,Channel Segment 70,Parent-74,,,,,,,,,,14-03-2025 18:05
8b035aed-a69b-4b12-b821-10b2491dbef1,,Channel Segment 371,Parent-41,,,,,,,,,,14-03-2025 18:05
2873d713-8b20-4ba0-bbbb-9ce79db427ca,,Channel Segment 645,Parent-87,,,,,,,,,,14-03-2025 18:05
2dd96d9f-7870-43a3-9e42-fe3fdf77f787,,Channel Segment 870,Parent-86,,,,,,,,,,14-03-2025 18:05
e20ab75e-be72-4986-833a-a14decc7eab7,,Channel Segment 604,Parent-80,,,,,,,,,,14-03-2025 18:05
d0e7774e-216c-43e6-abec-807db29588ac,,Channel Segment 502,Parent-45,,,,,,,,,,14-03-2025 18:05
73f36552-af71-45b1-8340-60007b97d758,,Channel Segment 756,Parent-2,,,,,,,,,,14-03-2025 18:05
739e84da-4867-42c5-bc63-90ae63544aa8,,Channel Segment 2,Parent-94,,,,,,,,,,14-03-2025 18:05
8ae3d719-da1b-43f1-92df-5054e5868893,,Channel Segment 192,Parent-87,,,,,,,,,,14-03-2025 18:05
fab41d8e-6f68-453d-b153-a1a54e86ef5e,,Channel Segment 901,Parent-32,,,,,,,,,,14-03-2025 18:05
e8d173a6-cd8e-42f4-b08d-d7c9e4272157,,Channel Segment 360,Parent-36,,,,,,,,,,14-03-2025 18:05
cdd84bb0-df0f-429f-aae3-575bffaec267,,Channel Segment 62,Parent-80,,,,,,,,,,14-03-2025 18:05
3c093df9-4430-4710-b2e0-c894dc2aba41,,Channel Segment 63,Parent-52,,,,,,,,,,14-03-2025 18:05
f293912a-1f6c-476b-b1bf-fa31e589cbfe,,Channel Segment 978,Parent-62,,,,,,,,,,14-03-2025 18:05
41c912c3-1ce4-4cc2-b5d1-153fe75a2642,,Channel Segment 558,Parent-67,,,,,,,,,,14-03-2025 18:05
85d82208-1adf-41ba-ad5c-771149572087,,Channel Segment 402,Parent-44,,,,,,,,,,14-03-2025 18:05
975e3a6e-7de8-4468-9318-22438debad48,,Channel Segment 307,Parent-71,,,,,,,,,,14-03-2025 18:05
c8376e8b-6f43-47af-86de-e3ccbcf7b351,,Channel Segment 373,Parent-17,,,,,,,,,,14-03-2025 18:05
3517aec1-8466-4105-977a-c183e7e4d304,,Channel Segment 318,Parent-50,,,,,,,,,,14-03-2025 18:05
cb947ead-4eac-4fed-b283-5341c150d7c1,,Channel Segment 261,Parent-26,,,,,,,,,,14-03-2025 18:05
14c1edc7-62fa-44c2-8291-8035063a07b5,,Channel Segment 252,Parent-87,,,,,,,,,,14-03-2025 18:05
c664d1fa-35bf-4ee6-a0c3-a3dfc5c8e078,,Channel Segment 982,Parent-83,,,,,,,,,,14-03-2025 18:05
21d559cd-f263-4d1b-afb9-9f6aaa82aa4b,,Channel Segment 232,Parent-54,,,,,,,,,,14-03-2025 18:05
ac689b56-5004-4fbf-8600-324d36800f8b,,Channel Segment 289,Parent-48,,,,,,,,,,14-03-2025 18:05
e60b78f1-968e-4dae-bf41-18272edcd2cc,,Channel Segment 965,Parent-23,,,,,,,,,,14-03-2025 18:05
ed008eca-c782-4e4d-8f85-7256f3dd7ea6,,Channel Segment 43,Parent-5,,,,,,,,,,14-03-2025 18:05
d9b09d29-df25-4280-92c4-dcdc986e9987,,Channel Segment 529,Parent-83,,,,,,,,,,14-03-2025 18:05
ce00678c-6993-490a-9856-a5c5887ca4b7,,Channel Segment 302,Parent-1,,,,,,,,,,14-03-2025 18:05
2cb349ec-7e67-41e5-a4cb-a80829673ad6,,Channel Segment 70,Parent-70,,,,,,,,,,14-03-2025 18:05
5a68f991-4c96-4d9b-b72a-5daafc8a8e9e,,Channel Segment 973,Parent-93,,,,,,,,,,14-03-2025 18:05
ed15850a-ed18-4d65-9883-9669d6738ae2,,Channel Segment 665,Parent-72,,,,,,,,,,14-03-2025 18:05
3a2fa0f7-bb06-426e-a3b6-aeb2fea6e083,,Channel Segment 652,Parent-66,,,,,,,,,,14-03-2025 18:05
f8794f6e-9c97-4d53-91a3-fda5c696bb4e,,Channel Segment 566,Parent-43,,,,,,,,,,14-03-2025 18:05
2c2c966c-cda9-4764-b0c8-70285a19c69a,,Channel Segment 68,Parent-96,,,,,,,,,,14-03-2025 18:05
63f15027-a6cd-4365-b2c6-5fb5ed573003,,Channel Segment 663,Parent-7,,,,,,,,,,14-03-2025 18:05
61820d4b-14a4-413d-ae03-218001ee7809,,Channel Segment 654,Parent-53,,,,,,,,,,14-03-2025 18:05
50f847f9-3cd4-4dee-8659-9f6ff4393c15,,Channel Segment 643,Parent-89,,,,,,,,,,14-03-2025 18:05
acc76705-9fde-4ce4-a83d-28c77913674b,,Channel Segment 459,Parent-47,,,,,,,,,,14-03-2025 18:05
2f8b2983-027c-4bb5-b494-07c65a2f0cad,,Channel Segment 270,Parent-41,,,,,,,,,,14-03-2025 18:05
41d5c834-971b-4221-b34a-d87db9d1ba34,,Channel Segment 192,Parent-88,,,,,,,,,,14-03-2025 18:05
3e813b2d-f0b4-45e9-8544-d4346b0e22e3,,Channel Segment 808,Parent-24,,,,,,,,,,14-03-2025 18:05
b76ebaf9-33e6-4d65-b3c1-791cee413ff0,,Channel Segment 397,Parent-59,,,,,,,,,,14-03-2025 18:05
04d0fcc3-9ced-43f7-a640-567d3ce628ad,,Channel Segment 961,Parent-27,,,,,,,,,,14-03-2025 18:05
f3abed82-4d6e-452c-ae01-46e0920e4899,,Channel Segment 186,Parent-77,,,,,,,,,,14-03-2025 18:05
3940c3d9-3c21-4e91-a1b7-fbbd725a6dca,,Channel Segment 991,Parent-17,,,,,,,,,,14-03-2025 18:05
599eb052-f8d3-441b-bc58-b36225128cb3,,Channel Segment 423,Parent-63,,,,,,,,,,14-03-2025 18:05
fa509a5a-9baa-4528-b8cb-1f17e5900d55,,Channel Segment 844,Parent-19,,,,,,,,,,14-03-2025 18:05
4be6d3bf-1b9e-48a4-9eca-877798f7b43a,,Channel Segment 266,Parent-8,,,,,,,,,,14-03-2025 18:05
5ab98479-01a7-4542-864a-fae702051645,,Channel Segment 877,Parent-78,,,,,,,,,,14-03-2025 18:05
e7991086-8482-40e2-8dad-434f5f27d51b,,Channel Segment 595,Parent-73,,,,,,,,,,14-03-2025 18:05
946271f8-577b-4e89-b06b-d27873082678,,Channel Segment 14,Parent-55,,,,,,,,,,14-03-2025 18:05
c6e8e203-4d43-471c-b6ad-61a759bbbaa0,,Channel Segment 898,Parent-6,,,,,,,,,,14-03-2025 18:05
71d45cd7-161b-47e4-ac49-8ced88b93c68,,Channel Segment 568,Parent-34,,,,,,,,,,14-03-2025 18:05
4239787f-27b7-42b4-97a3-2a9a28f2e205,,Channel Segment 496,Parent-65,,,,,,,,,,14-03-2025 18:05
6a71fadd-2118-4da7-b3c4-df4df2bc46e9,,Channel Segment 678,Parent-98,,,,,,,,,,14-03-2025 18:05
f33dbf15-5dad-4d04-94af-01bca9eb2e71,,Channel Segment 912,Parent-39,,,,,,,,,,14-03-2025 18:05
3de3bcfd-8c8e-4445-9761-cd28f5790080,,Channel Segment 221,Parent-10,,,,,,,,,,14-03-2025 18:05
788880c5-ed78-43ab-9150-c4b0a747bcc1,,Channel Segment 50,Parent-68,,,,,,,,,,14-03-2025 18:05
2eeb7736-dd82-4b20-a6bd-945cb7058f34,,Channel Segment 426,Parent-36,,,,,,,,,,14-03-2025 18:05
fae00cf1-e001-4771-ae64-b8f86f99b014,,Channel Segment 198,Parent-8,,,,,,,,,,14-03-2025 18:05
bbeae253-2fb6-49ec-a72d-158505f3f0f5,,Channel Segment 844,Parent-79,,,,,,,,,,14-03-2025 18:05
222da60f-2c0a-4a97-aad4-4e0689613cd3,,Channel Segment 339,Parent-68,,,,,,,,,,14-03-2025 18:05
53bf45f1-4461-4a66-a368-1aaf6e68b623,,Channel Segment 905,Parent-51,,,,,,,,,,14-03-2025 18:05
b105d439-9120-47aa-baa7-3b8c0d6ae677,,Channel Segment 888,Parent-81,,,,,,,,,,14-03-2025 18:05
ac3cef32-009c-4c5a-827e-50cb7ef4782f,,Channel Segment 333,Parent-42,,,,,,,,,,14-03-2025 18:05
37e46e66-63b4-4b38-a2c3-ef421efd19d5,,Channel Segment 788,Parent-45,,,,,,,,,,14-03-2025 18:05
79976b55-bfdb-4895-a9cc-ca1b163f5978,,Channel Segment 958,Parent-4,,,,,,,,,,14-03-2025 18:05
c20ccdcd-d72a-4dbd-b59c-f52f4d0c668d,,Channel Segment 512,Parent-31,,,,,,,,,,14-03-2025 18:05
8518a86f-4f2c-4ea0-ab75-c3f561da35af,,Channel Segment 147,Parent-96,,,,,,,,,,14-03-2025 18:05
b69a2b14-ba24-4c30-a12d-9ff133a5d9e4,,Channel Segment 512,Parent-69,,,,,,,,,,14-03-2025 18:05
ffce3b5c-087e-46c3-8b23-b0277e709bf9,,Channel Segment 611,Parent-12,,,,,,,,,,14-03-2025 18:05
b99c641d-3bef-4bf7-ab36-caf3077ecf35,,Channel Segment 65,Parent-46,,,,,,,,,,14-03-2025 18:05
5fef6fdd-2d1b-4b8e-98fb-9584999c3467,,Channel Segment 509,Parent-73,,,,,,,,,,14-03-2025 18:05
a7fbe6e6-ccc8-4813-af37-e0578283f992,,Channel Segment 815,Parent-80,,,,,,,,,,14-03-2025 18:05
93517bf3-6ca1-436a-92e5-95a727148c55,,Channel Segment 760,Parent-82,,,,,,,,,,14-03-2025 18:05
d1ee8c97-895d-4070-8d5d-2385c82f62be,,Channel Segment 488,Parent-17,,,,,,,,,,14-03-2025 18:05
1353a667-8c43-4ef1-bdbc-ed38da2b7d84,,Channel Segment 63,Parent-30,,,,,,,,,,14-03-2025 18:05
a4b1057c-cc94-4076-bd11-0de09f7617db,,Channel Segment 257,Parent-17,,,,,,,,,,14-03-2025 18:05
772c1a43-b49e-4970-af44-6a4b2a3c90b0,,Channel Segment 365,Parent-28,,,,,,,,,,14-03-2025 18:05
5438e617-7e04-4834-a989-0de929456cca,,Channel Segment 922,Parent-71,,,,,,,,,,14-03-2025 18:05
8688b399-9ce3-410e-8132-67f0acb956fe,,Channel Segment 18,Parent-2,,,,,,,,,,14-03-2025 18:05
397d9e15-cde6-4c1e-a07f-02875d1a1414,,Channel Segment 598,Parent-10,,,,,,,,,,14-03-2025 18:05
61f99f84-7778-45ef-addf-592ebfb6301d,,Channel Segment 354,Parent-80,,,,,,,,,,14-03-2025 18:05
c0907735-8597-47a7-ad72-a2d2fae9d54c,,Channel Segment 174,Parent-67,,,,,,,,,,14-03-2025 18:05
298d3c79-00be-4fe4-a62a-17c16073ed57,,Channel Segment 424,Parent-36,,,,,,,,,,14-03-2025 18:05
114a4d94-159b-4a2c-9096-1ff75ca6ec51,,Channel Segment 166,Parent-63,,,,,,,,,,14-03-2025 18:05
95158bbb-9c01-4d42-ac65-24a839c7f960,,Channel Segment 244,Parent-12,,,,,,,,,,14-03-2025 18:05
c82baa9f-04ab-42b4-88d1-9ed92f5428e2,,Channel Segment 762,Parent-41,,,,,,,,,,14-03-2025 18:05
c7d5674b-fc45-4da4-8e5b-bccaa2982ce0,,Channel Segment 814,Parent-91,,,,,,,,,,14-03-2025 18:05
6e9d3d5f-9a50-4c2e-8f25-b8d2da343855,,Channel Segment 356,Parent-78,,,,,,,,,,14-03-2025 18:05
9f13262a-8dfd-48f2-aab0-754c928290dc,,Channel Segment 543,Parent-4,,,,,,,,,,14-03-2025 18:05
b3f87438-31bb-4e5a-9586-9512f70f7ff3,,Channel Segment 761,Parent-20,,,,,,,,,,14-03-2025 18:05
b7038a17-607a-4d25-a143-0942a879c4ec,,Channel Segment 352,Parent-13,,,,,,,,,,14-03-2025 18:05
f5884275-78cd-45d9-ad16-f473dc4abbc4,,Channel Segment 758,Parent-83,,,,,,,,,,14-03-2025 18:05
d8331a53-a810-41a5-bede-8b1f17ff8739,,Channel Segment 919,Parent-50,,,,,,,,,,14-03-2025 18:05
55770403-675c-4ab1-8585-41b7b89b0eaf,,Channel Segment 842,Parent-22,,,,,,,,,,14-03-2025 18:05
742f782c-d0dc-427f-acde-c1860180eaca,,Channel Segment 404,Parent-52,,,,,,,,,,14-03-2025 18:05
8ce5950e-2ee7-4b9a-a478-35123cad2a28,,Channel Segment 565,Parent-93,,,,,,,,,,14-03-2025 18:05
87fcdf3b-b7da-45b2-bba0-9faa7e506aad,,Channel Segment 802,Parent-95,,,,,,,,,,14-03-2025 18:05
1b1e382c-4238-4057-9070-4705e10b9b59,,Channel Segment 730,Parent-55,,,,,,,,,,14-03-2025 18:05
6fe3400a-f673-45cd-a338-b91ed11f5d35,,Channel Segment 577,Parent-71,,,,,,,,,,14-03-2025 18:05
aeee3c17-e89b-4dc1-aa9a-6ae052e18c31,,Channel Segment 724,Parent-59,,,,,,,,,,14-03-2025 18:05
de3f2faf-3f03-46de-8770-a4f18e7a8360,,Channel Segment 327,Parent-92,,,,,,,,,,14-03-2025 18:05
01f7c57b-7bf2-4f41-a7b1-9bf5639b0437,,Channel Segment 474,Parent-74,,,,,,,,,,14-03-2025 18:05
9d858fd6-9428-4608-abfb-210db1012ffa,,Channel Segment 797,Parent-91,,,,,,,,,,14-03-2025 18:05
384dd5a0-e6c6-47e0-8808-98dcc9b19662,,Channel Segment 25,Parent-26,,,,,,,,,,14-03-2025 18:05
8fd5c064-409f-4e5d-870f-46084f80986b,,Channel Segment 377,Parent-40,,,,,,,,,,14-03-2025 18:05
b1e5fa76-ff63-4a6a-9aee-d3f6b3360737,,Channel Segment 87,Parent-61,,,,,,,,,,14-03-2025 18:05
325962cc-b893-4230-9f93-6ec50666f1d9,,Channel Segment 379,Parent-56,,,,,,,,,,14-03-2025 18:05
01e7dbbe-67bb-4075-b3e1-2f3ad7063623,,Channel Segment 190,Parent-53,,,,,,,,,,14-03-2025 18:05
3c4568ff-7fdb-47fb-979e-42e167e20b82,,Channel Segment 555,Parent-68,,,,,,,,,,14-03-2025 18:05
bf3a3f29-b13a-4b1d-89b1-557c57f44abc,,Channel Segment 913,Parent-51,,,,,,,,,,14-03-2025 18:05
7d3e6960-bf0b-44d9-9978-400339ee1c90,,Channel Segment 196,Parent-86,,,,,,,,,,14-03-2025 18:05
065d41fd-ddb3-4d74-91eb-73e28d498c2b,,Channel Segment 845,Parent-68,,,,,,,,,,14-03-2025 18:05
e0688d93-2f3d-434a-af90-1282ad4a4fc0,,Channel Segment 572,Parent-24,,,,,,,,,,14-03-2025 18:05
cfba99ef-9ecc-41ed-af8f-fbba3dacff36,,Channel Segment 118,Parent-97,,,,,,,,,,14-03-2025 18:05
7ec6e830-be18-4c16-b7ab-a5792e296d3f,,Channel Segment 83,Parent-43,,,,,,,,,,14-03-2025 18:05
c1fd3916-5fde-4caa-942f-1c8e62883b95,,Channel Segment 276,Parent-77,,,,,,,,,,14-03-2025 18:05
bfde3fbe-a808-49dd-946c-636df6cf878a,,Channel Segment 296,Parent-81,,,,,,,,,,14-03-2025 18:05
11e52166-0e4d-4fa2-97a2-f4fa1243e6f9,,Channel Segment 826,Parent-34,,,,,,,,,,14-03-2025 18:05
84c19d00-1888-4315-9261-113d7f1de723,,Channel Segment 186,Parent-81,,,,,,,,,,14-03-2025 18:05
01ebf4c0-6d9d-41ee-a331-9cf84b3ee2d3,,Channel Segment 936,Parent-59,,,,,,,,,,14-03-2025 18:05
e94e0372-d341-4818-9c21-555a4fca2331,,Channel Segment 62,Parent-72,,,,,,,,,,14-03-2025 18:05
781fb107-ffe8-413c-b946-b5f361c6d490,,Channel Segment 103,Parent-18,,,,,,,,,,14-03-2025 18:05
685303b0-73d6-47c7-a7c2-7d405c9b5f6a,,Channel Segment 97,Parent-72,,,,,,,,,,14-03-2025 18:05
68efbaa8-dfeb-4154-9f7f-5013846652ca,,Channel Segment 839,Parent-58,,,,,,,,,,14-03-2025 18:05
7065fe97-760b-4a52-be5d-4fb428e00ae3,,Channel Segment 478,Parent-30,,,,,,,,,,14-03-2025 18:05
42f98875-b781-4f5e-973d-79db03c8fe91,,Channel Segment 489,Parent-23,,,,,,,,,,14-03-2025 18:05
9d4ec43c-a65e-421a-a30a-bb8c44f400b4,,Channel Segment 245,Parent-60,,,,,,,,,,14-03-2025 18:05
e09d3bc5-94ce-4d84-82ae-321f7b91afaf,,Channel Segment 819,Parent-4,,,,,,,,,,14-03-2025 18:05
ace4eafa-43ca-4798-bc52-b550e1e782a5,,Channel Segment 504,Parent-78,,,,,,,,,,14-03-2025 18:05
a92a0e9b-07f0-4160-a978-3bd996f245ae,,Channel Segment 118,Parent-12,,,,,,,,,,14-03-2025 18:05
0e53933d-be70-4b0c-b5e1-286abf53a718,,Channel Segment 671,Parent-22,,,,,,,,,,14-03-2025 18:05
9deb9960-b637-4a23-a74f-ef1e1a99014e,,Channel Segment 323,Parent-73,,,,,,,,,,14-03-2025 18:05
0a1495be-4e92-4d51-8dd2-3c9a974ea37d,,Channel Segment 332,Parent-95,,,,,,,,,,14-03-2025 18:05
67fecff9-aac4-44e6-8fd7-6a6325d6d686,,Channel Segment 607,Parent-94,,,,,,,,,,14-03-2025 18:05
a3e724ee-c708-42ce-a004-1c3eca8ddd2c,,Channel Segment 684,Parent-50,,,,,,,,,,14-03-2025 18:05
4742fbcf-5f49-407e-a639-05cbabeb5dea,,Channel Segment 875,Parent-45,,,,,,,,,,14-03-2025 18:05
31bc6e1a-08e1-42b4-a675-15367488e49d,,Channel Segment 859,Parent-85,,,,,,,,,,14-03-2025 18:05
22417e5b-5d9d-4f8e-8f32-a7dad464894f,,Channel Segment 369,Parent-64,,,,,,,,,,14-03-2025 18:05
820bd355-5548-4644-ad6f-9546ced3ff6e,,Channel Segment 112,Parent-27,,,,,,,,,,14-03-2025 18:05
2d0dd50f-426c-4ecb-b450-eccbf4d5ffaf,,Channel Segment 488,Parent-15,,,,,,,,,,14-03-2025 18:05
48d2a306-59e0-4b2f-87f2-68331dc92d01,,Channel Segment 26,Parent-4,,,,,,,,,,14-03-2025 18:05
c1c8bba6-a9e2-42fa-b1e4-841c2ad3cb2c,,Channel Segment 54,Parent-33,,,,,,,,,,14-03-2025 18:05
daa4d7b9-1ab5-47d2-9498-cf42285e1f36,,Channel Segment 958,Parent-24,,,,,,,,,,14-03-2025 18:05
e3a9e133-5928-45a6-9a30-d4de06ef0bc5,,Channel Segment 656,Parent-20,,,,,,,,,,14-03-2025 18:05
5c5bfb08-18b2-416c-9dfe-c55c542fa9d3,,Channel Segment 861,Parent-43,,,,,,,,,,14-03-2025 18:05
73a7b2d9-a088-44c0-b0b5-c4b27cd4a073,,Channel Segment 403,Parent-55,,,,,,,,,,14-03-2025 18:05
