loan_id,customer_id,loan_type,principal_amount,interest_rate,start_date,end_date,status
0d531cd6-0dba-4e3b-bf30-db46b1393dc4,b50cc470-9c68-4c31-b103-2731483718d2,Business,95572.64,9.19,11-08-2017,22-12-2034,Closed
1a4dfd63-6fad-4e7b-925d-8028c89be7f0,0adba90d-569a-46ba-ab92-1b05b2b7a9ae,Business,22201.04,7.9,25-06-2016,22-08-2027,Defaulted
dbf79000-b3a1-4d05-9eb6-40e6f3fd8a60,240b9937-9289-4925-9148-166055202ff9,Personal,41768.62,6.76,21-02-2023,20-04-2032,Closed
ac15ca3e-6d48-43e1-ba10-3fde37cc8bd5,849f2e85-be13-4711-9a2c-cf888b496261,Home,13298.09,4.22,24-05-2021,07-11-2030,Defaulted
4ee2f869-78e5-466b-86bd-10f7dcc3ae4d,7b7046e1-d26c-4512-9519-28ee97b21b71,Personal,58090.66,10.25,21-04-2016,15-09-2032,Closed
cf38c3a0-ad27-422f-bf9d-4d44cf546207,ff938b43-633b-424d-87f2-1cc5cd27d23b,Auto,20424.33,5.07,24-05-2020,21-02-2037,Defaulted
c42fe8d9-d388-4126-bd54-f5b765dd1255,0993ffd7-cb3c-438d-9283-2aba6297d48f,Business,80686.76,10.34,03-03-2022,02-03-2026,Defaulted
76af346b-b677-4f98-beaa-6f0085c01fd5,87d41e1c-6534-48f3-9f93-33a8a82f027c,Personal,57937.53,6.77,11-04-2022,01-09-2037,Closed
f2be16f5-7ebf-4b1d-9316-554a5680caac,1572af1a-08b2-4c80-a264-fbeea6b2afe7,Business,75256.01,6.53,20-03-2016,16-11-2032,Active
2babf511-f150-4442-bd25-20e1df105d5b,bd48bef3-5250-4090-9b02-75c6297aa1fe,Personal,74148,5.77,04-01-2018,29-12-2029,Active
d151c6e1-90fa-43d6-a6ad-3502810137df,cf6fc3f7-d113-460f-81c1-74a3eeaeb6ee,Home,95898.94,2.86,13-05-2020,04-05-2038,Active
5bb7b313-e01c-4751-928e-51f1426c9353,57f419c6-dd88-414b-a268-5bfdd1aac6ef,Business,78060.69,9.83,06-12-2018,16-01-2029,Closed
0c4f1779-eedf-4f3d-b75c-6798677641e6,9458ece7-8972-47c0-9ff0-938ebfa7015c,Auto,75379.1,9.47,04-03-2015,24-07-2027,Closed
03afa5c5-55ef-4633-92ff-5e7abbe63c8e,88840c9a-7237-4de9-9ac5-276af05cc361,Auto,57185.94,12.21,08-02-2015,17-04-2032,Defaulted
cb933af6-ea11-4ee9-9d73-824af9afdf82,8bb1185a-7b53-4716-b908-2c29dd4027f8,Business,58642.78,10.01,15-10-2015,04-02-2032,Active
5c652673-6130-4c36-9bfa-cc9561788a7d,cabeb249-8f7f-402a-9294-6a46e995d925,Auto,75806.08,11.81,28-06-2022,24-02-2032,Defaulted
e3469b87-2e6c-4265-9494-7d9e3b18d635,83fbe25d-032c-494b-8390-9fc5c3167596,Business,52027.38,12.14,21-11-2016,31-05-2032,Defaulted
637b47a5-2ebe-4a22-ac5e-686434ddd1cb,507f96e1-435a-4a44-810e-cd8837998d0c,Home,80914.95,8.67,04-12-2022,06-03-2031,Defaulted
8d2daf59-0708-4b0a-be98-375be8e76fae,eae77424-797f-4a05-9f2e-5d70164db493,Home,42329.26,8.24,09-11-2022,12-05-2034,Active
6378a6a4-71bc-4be9-84aa-e965130b1ae6,1f59054e-58d2-4fd7-aecd-8bb3f46317da,Personal,44477.03,3.75,05-06-2018,22-07-2030,Defaulted
a9587e7d-2f22-440e-84b8-60b2499f2b56,5047223d-28e7-4eec-824a-728c9a6111a3,Business,96125.17,2.12,26-07-2020,12-11-2032,Defaulted
4aab698f-6920-4479-b261-4a6cc860324e,1ba2c960-50dd-496a-8b13-9d00f59634bd,Auto,95520.26,3.92,21-01-2015,18-02-2034,Active
408d7e4d-428e-467c-ad0b-5cc7c5ee71ea,1b5b69ab-5a5c-4828-9dee-295636dc5c0d,Personal,43090.18,6.89,03-04-2019,22-12-2036,Active
023f0c0f-fa82-4ec9-a2dd-99f7c180753e,02fd4d26-e2ae-4ffc-8860-9f3524fa6582,Business,27310.17,8.66,29-08-2023,08-12-2029,Closed
5ba49754-85d6-4813-926c-c658ce43912c,f6b4c31e-a0e9-4169-b42a-428d498a8587,Personal,43641.03,12.1,04-02-2020,07-06-2028,Active
8b0f11f3-7b7e-4278-839b-b87a8dd1600b,94151be8-f0e9-4c71-a2e1-4cf1b1237804,Home,9024.47,11.79,10-09-2019,18-09-2039,Defaulted
11e527b4-32e8-46c1-aad6-2591e69c0af1,153a7376-d62e-4636-877e-2487589c4efe,Personal,73195.34,3.13,31-10-2015,29-09-2035,Closed
a9703025-ea64-4f89-a2e3-c4ee83e691f5,ffa845a7-5a20-4ede-909e-67b40cddd911,Personal,86756.02,3.02,22-10-2018,11-05-2035,Defaulted
48237b98-1ebe-4232-95cd-739e55a705da,27666e8d-cbb3-4857-9d7d-5ebd88e31d5c,Home,35050.5,2.98,11-10-2022,01-09-2032,Defaulted
d98f783c-713f-412f-9c16-0449a133fa09,5b3a6bbb-aa88-4e09-bbd4-4ea5a128bdba,Personal,57285,6.79,11-04-2019,08-07-2032,Defaulted
13c690d7-dcde-4a22-a75d-7bc03a20cfdd,523200af-c2f5-4cb0-8ed9-d0cad30094ad,Business,65528.35,9.28,26-01-2019,18-03-2037,Active
ca0ecbba-141f-4658-b3df-89631fa89587,72249dd6-2c0b-42a5-a0a1-73c6c6a039d9,Home,17898.51,3.22,10-12-2015,22-03-2035,Active
3e907c9e-356c-4eb2-9a9f-a95c3a1d4bc0,68b60d03-87c2-4b78-a032-69b2381544d9,Personal,73920.96,10.78,27-01-2015,02-10-2027,Defaulted
d56edc0d-cae1-4046-86e0-633c0d8beb13,746986b4-1b4f-4a15-8818-8cba8f28431f,Auto,75377.55,10.71,19-07-2016,24-02-2039,Defaulted
7827051d-1e1b-4b2a-914a-d608f3916112,67e2f038-e7c8-44c1-bebd-9e932876063c,Personal,85737.01,2.53,11-02-2018,26-02-2032,Defaulted
ea51549b-1bb4-4bfa-bfe7-4d3971d5111b,0ea28812-da30-4cae-97dd-b683f065b983,Business,81420.58,9.19,03-09-2020,01-04-2034,Closed
eb2b6430-1dc3-47a5-bcbf-0c4af7e1a4ef,04d7b874-7ad7-4253-94f7-c1efc7f5b6e2,Home,17504.38,10.26,09-04-2015,21-11-2034,Closed
eaaf69a9-4387-4887-9b55-c2b874d95fff,3ef529fa-abce-4ab6-bfb0-d180e85af06a,Home,70042.29,5.8,26-06-2015,05-02-2038,Active
a67b00dd-36bb-488d-9530-f2802aff347f,485f890e-87df-4ee4-b116-9c9ef48f045b,Auto,46468.52,10.37,19-12-2023,22-10-2027,Closed
c68e799a-1221-4867-9705-8fd305d1d8a6,0abef281-23d8-41a4-a657-e2b94ff191ca,Home,50688.61,3.33,29-05-2023,29-12-2034,Active
3e16ec2d-57e5-4c5c-bbc7-792ca7b11caa,bb7cbbcc-de58-4796-a0a4-084b5f6ecf17,Business,6081.75,7.18,26-01-2023,14-09-2028,Active
ccaf71a7-f2e8-4ef9-bdb3-e5ba5d342ceb,d1b0e4c8-f103-4abd-8f3a-aa16bee1de29,Business,55201.88,2.89,30-11-2023,21-09-2025,Active
f115fb3e-6434-4464-be13-932feb2858fe,2c2f4560-6670-4d13-b2ec-d48677b43e79,Home,34815.93,7.95,27-01-2019,05-01-2030,Active
f43073b4-3407-47e9-a433-f7955b76e52a,f5dda6cd-2532-4f4d-ad53-126475089a6d,Home,30257.85,2.82,11-04-2016,20-05-2031,Closed
01bda5d8-3fc0-4c73-88e4-275b33083dfd,8716230e-cdc2-4975-859c-e59be818b1b4,Business,18995.68,8.17,03-10-2018,02-01-2037,Closed
61c8691d-bb5e-4eac-a68d-5c36a91b039d,c4610c3b-f193-473a-b12b-7f937bb4e1e6,Home,99838.25,1.65,25-10-2016,02-05-2027,Closed
d89364ca-634d-475c-bacf-c25a45ccdd68,3cb9fca8-ec33-4a80-a9cf-c2339898ebd5,Home,30215.48,4.93,30-12-2021,27-02-2034,Defaulted
0a050055-a037-4ce5-8c27-8ab04c793ef0,989bc61f-134a-4e85-a707-99ec7cde51eb,Business,52936.53,1.64,01-01-2020,21-06-2037,Active
e59263e5-4867-4fa5-a048-3636a9c6ed4d,4207c97b-1c4b-4391-a5d1-305f10ddcd59,Home,87894.57,9.79,17-03-2022,28-04-2038,Active
cdfa5c6c-1269-4f64-bc79-ea147eea6a69,00cbc86f-9b51-428f-abf6-65e6ecc3707d,Auto,73105.63,3.79,01-08-2021,21-06-2031,Defaulted
d71fee2f-a48b-4647-9ea6-bef6a71c237a,8ed2dcf8-b4c5-4b02-b435-1e98f6c08323,Home,80656.75,9.21,27-06-2018,01-01-2032,Defaulted
1f58e7d3-6119-467b-bbb6-09f0fef19956,dead6ff8-b84f-484b-bf74-9fdc0b148952,Auto,76740.33,9.5,25-08-2016,11-10-2031,Defaulted
63805310-728c-40bc-86a6-bbefa25c9329,c385c8e9-fdcf-4039-bc46-02fed286a528,Business,91638.7,8.32,28-06-2016,27-03-2035,Closed
e1d76294-47bd-4bbc-a16a-8c5c736571fc,3af5650e-3b34-4ad6-a1ea-fdd7d5453490,Personal,61533.59,3.01,13-06-2023,22-03-2026,Active
e0e170d2-91a9-4ac8-8616-72ae7ad8b36b,45c82e0f-b412-4fa7-a5bf-b26d74664250,Business,38157.77,12.27,10-03-2021,12-11-2033,Closed
8ded2d60-57dc-4010-92e6-8ba01088ff8c,dbaadc86-c9c1-4603-b178-1b5a5b9b6283,Business,78967.47,9.03,01-11-2021,29-01-2031,Defaulted
c3dfc519-cc96-4776-bc14-d1597172bde5,6fe9c54b-4424-477f-8024-c2a82cca646e,Business,30334.71,4.6,05-11-2018,02-12-2028,Active
d80c133d-dc2a-46b6-81bd-f17ca94803ba,8241c466-b8b4-4b14-95b8-f45268fcbed2,Personal,19714.07,6.77,12-07-2017,24-06-2029,Closed
25bdb7cc-94ce-4d27-a25c-76449e2bb331,477d8036-0b4e-493e-b369-5979674f702d,Personal,33156.66,5.51,17-05-2022,23-04-2032,Closed
e28d9659-3670-4b73-9b0c-bf1bb45d1d5a,21422d9a-23a9-4dc9-a138-4538421133cd,Personal,82002.77,4.87,12-04-2021,31-08-2039,Closed
2b7ab580-b52f-4c6f-a386-3cf9a52ccf35,280d464e-3fc8-480b-a76a-708cae25ace7,Business,15532.26,10.68,31-10-2015,23-02-2035,Defaulted
a2af0553-834c-4b0c-916b-f896262d391b,41321e0a-3c66-437c-952e-8fa78309a7ea,Auto,59128.65,7.39,04-09-2016,24-01-2033,Active
b37d3a43-1cab-49e4-ab27-2329c37489e6,061e8f80-d797-42c0-b2a3-03d1b57b8c3b,Auto,12705.9,10.57,17-01-2017,30-01-2037,Closed
bae775d3-fc0b-4d0a-9bf9-adf3e8c7a165,45fd44c1-6775-49d8-bef9-95090f269e43,Business,71940.46,7.27,31-03-2015,26-02-2039,Active
e72c6897-74ea-4bd9-8658-84c40b9c3ec8,71737170-10ea-4bb3-a569-52f26d50c926,Personal,61326.15,6.83,21-10-2017,13-07-2038,Defaulted
784726f9-604e-4210-a3e4-3653e8c529d9,f00e627a-3d51-4d03-89ed-68d2bcf326fa,Home,40825.12,6.8,06-02-2023,09-03-2032,Closed
e73c2eb1-4129-4b68-b5c7-cc7729a196b4,00126c46-dd70-4e5b-ae32-3a84f1046e0b,Auto,43577.62,7.95,21-04-2015,29-07-2036,Closed
4fd0ebf2-59de-4996-8476-417da1c76b46,15ff4a0f-4559-4013-98c5-289720f7a67d,Personal,90700.18,4.15,08-08-2022,03-08-2035,Active
61705cd2-a025-43c8-b262-a472fa141c59,789f11d2-80f7-44d9-8dec-e54d62767b91,Home,47176.16,1.8,25-06-2017,22-06-2034,Defaulted
68144f99-ac30-499f-9121-6ce0463962d4,c2017ed7-e87d-4c7d-b083-34ea3461ac1f,Home,91489.75,8.51,06-03-2020,03-03-2037,Defaulted
