payroll_id,employee_id,pay_date,salary_amount,tax_deduction,net_salary,created_at
EMP00023,EMP00023,2024-01-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00024,EMP00024,2024-01-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00025,EMP00025,2024-01-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00026,EMP00026,2024-01-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00027,EMP00027,2024-01-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00028,EMP00028,2024-01-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00029,EMP00029,2024-01-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00030,EMP00030,2024-01-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00031,EMP00031,2024-01-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00032,EMP00032,2024-02-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00033,EMP00033,2024-02-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00034,EMP00034,2024-02-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00035,EMP00035,2024-02-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00036,EMP00036,2024-02-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00037,EMP00037,2024-02-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00038,EMP00038,2024-02-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00039,EMP00039,2024-02-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00040,EMP00040,2024-02-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00041,EMP00041,2024-02-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00042,EMP00042,2024-02-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00043,EMP00043,2024-02-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00044,EMP00044,2024-02-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00045,EMP00045,2024-02-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00046,EMP00046,2024-02-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00047,EMP00047,2024-02-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00048,EMP00048,2024-02-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00049,EMP00049,2024-02-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00050,EMP00050,2024-02-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00051,EMP00051,2024-02-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00052,EMP00052,2024-02-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00053,EMP00053,2024-02-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00054,EMP00054,2024-02-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00055,EMP00055,2024-02-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00056,EMP00056,2024-02-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00057,EMP00057,2024-02-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00058,EMP00058,2024-02-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00059,EMP00059,2024-02-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00060,EMP00060,2024-02-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00061,EMP00061,2024-03-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00062,EMP00062,2024-03-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00063,EMP00063,2024-03-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00064,EMP00064,2024-03-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00065,EMP00065,2024-03-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00066,EMP00066,2024-03-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00067,EMP00067,2024-03-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00068,EMP00068,2024-03-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00069,EMP00069,2024-03-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00070,EMP00070,2024-03-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00071,EMP00071,2024-03-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00072,EMP00072,2024-03-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00073,EMP00073,2024-03-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00074,EMP00074,2024-03-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00075,EMP00075,2024-03-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00076,EMP00076,2024-03-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00077,EMP00077,2024-03-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00078,EMP00078,2024-03-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00079,EMP00079,2024-03-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00080,EMP00080,2024-03-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00081,EMP00081,2024-03-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00082,EMP00082,2024-03-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00083,EMP00083,2024-03-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00084,EMP00084,2024-03-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00085,EMP00085,2024-03-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00086,EMP00086,2024-03-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00087,EMP00087,2024-03-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00088,EMP00088,2024-03-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00089,EMP00089,2024-03-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00090,EMP00090,2024-03-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00091,EMP00091,2024-03-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00092,EMP00092,2024-04-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00093,EMP00093,2024-04-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00094,EMP00094,2024-04-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00095,EMP00095,2024-04-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00096,EMP00096,2024-04-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00097,EMP00097,2024-04-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00098,EMP00098,2024-04-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00099,EMP00099,2024-04-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00100,EMP00100,2024-04-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00101,EMP00101,2024-04-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00102,EMP00102,2024-04-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00103,EMP00103,2024-04-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00104,EMP00104,2024-04-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00105,EMP00105,2024-04-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00106,EMP00106,2024-04-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00107,EMP00107,2024-04-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00108,EMP00108,2024-04-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00109,EMP00109,2024-04-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00110,EMP00110,2024-04-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00111,EMP00111,2024-04-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00112,EMP00112,2024-04-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00113,EMP00113,2024-04-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00114,EMP00114,2024-04-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00115,EMP00115,2024-04-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00116,EMP00116,2024-04-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00117,EMP00117,2024-04-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00118,EMP00118,2024-04-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00119,EMP00119,2024-04-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00120,EMP00120,2024-04-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00121,EMP00121,2024-04-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00122,EMP00122,2024-05-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00123,EMP00123,2024-05-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00124,EMP00124,2024-05-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00125,EMP00125,2024-05-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00126,EMP00126,2024-05-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00127,EMP00127,2024-05-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00128,EMP00128,2024-05-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00129,EMP00129,2024-05-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00130,EMP00130,2024-05-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00131,EMP00131,2024-05-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00132,EMP00132,2024-05-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00133,EMP00133,2024-05-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00134,EMP00134,2024-05-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00135,EMP00135,2024-05-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00136,EMP00136,2024-05-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00137,EMP00137,2024-05-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00138,EMP00138,2024-05-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00139,EMP00139,2024-05-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00140,EMP00140,2024-05-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00141,EMP00141,2024-05-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00142,EMP00142,2024-05-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00143,EMP00143,2024-05-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00144,EMP00144,2024-05-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00145,EMP00145,2024-05-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00146,EMP00146,2024-05-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00147,EMP00147,2024-05-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00148,EMP00148,2024-05-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00149,EMP00149,2024-05-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00150,EMP00150,2024-05-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00151,EMP00151,2024-05-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00152,EMP00152,2024-05-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00153,EMP00153,2024-06-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00154,EMP00154,2024-06-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00155,EMP00155,2024-06-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00156,EMP00156,2024-06-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00157,EMP00157,2024-06-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00158,EMP00158,2024-06-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00159,EMP00159,2024-06-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00160,EMP00160,2024-06-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00161,EMP00161,2024-06-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00162,EMP00162,2024-06-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00163,EMP00163,2024-06-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00164,EMP00164,2024-06-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00165,EMP00165,2024-06-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00166,EMP00166,2024-06-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00167,EMP00167,2024-06-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00168,EMP00168,2024-06-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00169,EMP00169,2024-06-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00170,EMP00170,2024-06-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00171,EMP00171,2024-06-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00172,EMP00172,2024-06-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00173,EMP00173,2024-06-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00174,EMP00174,2024-06-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00175,EMP00175,2024-06-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00176,EMP00176,2024-06-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00177,EMP00177,2024-06-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00178,EMP00178,2024-06-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00179,EMP00179,2024-06-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00180,EMP00180,2024-06-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00181,EMP00181,2024-06-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00182,EMP00182,2024-06-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00183,EMP00183,2024-07-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00184,EMP00184,2024-07-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00185,EMP00185,2024-07-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00186,EMP00186,2024-07-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00187,EMP00187,2024-07-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00188,EMP00188,2024-07-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00189,EMP00189,2024-07-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00190,EMP00190,2024-07-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00191,EMP00191,2024-07-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00192,EMP00192,2024-07-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00193,EMP00193,2024-07-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00194,EMP00194,2024-07-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00195,EMP00195,2024-07-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00196,EMP00196,2024-07-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00197,EMP00197,2024-07-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00198,EMP00198,2024-07-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00199,EMP00199,2024-07-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00200,EMP00200,2024-07-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00201,EMP00201,2024-07-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00202,EMP00202,2024-07-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00203,EMP00203,2024-07-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00204,EMP00204,2024-07-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00205,EMP00205,2024-07-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00206,EMP00206,2024-07-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00207,EMP00207,2024-07-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00208,EMP00208,2024-07-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00209,EMP00209,2024-07-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00210,EMP00210,2024-07-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00211,EMP00211,2024-07-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00212,EMP00212,2024-07-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00213,EMP00213,2024-07-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00214,EMP00214,2024-08-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00215,EMP00215,2024-08-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00216,EMP00216,2024-08-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00217,EMP00217,2024-08-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00218,EMP00218,2024-08-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00219,EMP00219,2024-08-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00220,EMP00220,2024-08-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00221,EMP00221,2024-08-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00222,EMP00222,2024-08-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00223,EMP00223,2024-08-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00224,EMP00224,2024-08-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00225,EMP00225,2024-08-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00226,EMP00226,2024-08-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00227,EMP00227,2024-08-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00228,EMP00228,2024-08-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00229,EMP00229,2024-08-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00230,EMP00230,2024-08-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00231,EMP00231,2024-08-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00232,EMP00232,2024-08-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00233,EMP00233,2024-08-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00234,EMP00234,2024-08-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00235,EMP00235,2024-08-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00236,EMP00236,2024-08-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00237,EMP00237,2024-08-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00238,EMP00238,2024-08-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00239,EMP00239,2024-08-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00240,EMP00240,2024-08-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00241,EMP00241,2024-08-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00242,EMP00242,2024-08-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00243,EMP00243,2024-08-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00244,EMP00244,2024-08-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00245,EMP00245,2024-09-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00246,EMP00246,2024-09-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00247,EMP00247,2024-09-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00248,EMP00248,2024-09-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00249,EMP00249,2024-09-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00250,EMP00250,2024-09-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00251,EMP00251,2024-09-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00252,EMP00252,2024-09-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00253,EMP00253,2024-09-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00254,EMP00254,2024-09-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00255,EMP00255,2024-09-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00256,EMP00256,2024-09-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00257,EMP00257,2024-09-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00258,EMP00258,2024-09-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00259,EMP00259,2024-09-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00260,EMP00260,2024-09-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00261,EMP00261,2024-09-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00262,EMP00262,2024-09-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00263,EMP00263,2024-09-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00264,EMP00264,2024-09-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00265,EMP00265,2024-09-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00266,EMP00266,2024-09-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00267,EMP00267,2024-09-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00268,EMP00268,2024-09-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00269,EMP00269,2024-09-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00270,EMP00270,2024-09-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00271,EMP00271,2024-09-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00272,EMP00272,2024-09-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00273,EMP00273,2024-09-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00274,EMP00274,2024-09-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00275,EMP00275,2024-10-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00276,EMP00276,2024-10-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00277,EMP00277,2024-10-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00278,EMP00278,2024-10-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00279,EMP00279,2024-10-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00280,EMP00280,2024-10-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00281,EMP00281,2024-10-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00282,EMP00282,2024-10-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00283,EMP00283,2024-10-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00284,EMP00284,2024-10-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00285,EMP00285,2024-10-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00286,EMP00286,2024-10-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00287,EMP00287,2024-10-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00288,EMP00288,2024-10-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00289,EMP00289,2024-10-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP00290,EMP00290,2024-10-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
