account_id,customer_id,account_type,account_status,balance,created_date
e1269eb2-a655-4370-9162-31192ae48d39,e7b324e8-c3e4-4f3d-a589-0fef6cd95a94,Checking,Closed,22050.47,12-11-2016
a639c9fa-d605-4544-bf6f-ee8bd990c01a,829b7e67-a47f-43cc-8a7f-7c4911e5d82d,Checking,Suspended,7198.37,06-11-2008
e5ad3e37-f15d-44f8-bb10-0ec9736d1b92,efa1df19-4cb8-4af3-8b47-6201bbb57ac1,Checking,Suspended,8784.61,10-12-2008
4c014a56-7d79-4b10-a635-0f26b3e55df1,f281a63a-b618-4f49-8e04-5d49a9c44909,Savings,Suspended,18885.16,23-04-2023
041052fa-56b9-424e-95f4-4ba55c707a5b,d4d875df-4b13-4ff4-9910-db778732c45c,Savings,Active,33803.14,10-01-2010
28411cea-22ae-454d-9335-bdbcb65bb2ef,cbaae14f-9319-4195-8ca0-1c1eb003418f,Credit,Suspended,34864.37,29-12-2008
0d0921a4-a56c-4c05-8681-f91f30a4d519,2eb57843-b617-4019-a2f7-874d4197fbe9,Credit,Active,6117.14,21-11-2017
abfe17b6-a0ee-4a6f-9e46-7e2b005b907a,8e33cf21-985f-4414-af78-08f65b436dfd,Savings,Closed,39810.47,29-09-2014
e5f73683-ac72-4995-9346-194c4212a446,ecbefbdc-afef-4be7-b57b-b52b5b033294,Savings,Closed,1554.6,12-08-2013
e6433856-d53b-420a-9838-90b588c86eed,e6fb36b2-7390-480c-958a-41c9619223ff,Savings,Closed,18396.28,28-05-2019
76bee0c1-f3d5-4c7a-a7a6-73e9c3daed88,dd132360-01e5-4a0f-a424-b4996e396dd2,Credit,Closed,34260.22,05-09-2017
adf0c877-3e8f-4c33-bd29-58cdf588ff4d,1b29d063-9dee-4178-84ea-98609bedff87,Savings,Active,24664.93,25-06-2006
3fab49d4-7aa1-46fc-8cee-40fc536e864a,d8d5a3c2-6ff7-42a7-b834-35a91342e80d,Checking,Active,8722.66,23-01-2006
8147e05e-8d31-4bbf-af9b-98b801f8d639,a5091aa2-d191-4824-9744-e3290963da2d,Credit,Closed,48689.02,07-01-2019
b57e6283-f139-432b-8571-d9be65aec4c6,96317532-5a02-47af-acd1-4af876e18384,Savings,Active,25502.49,14-11-2002
4b3ce880-b738-4f1d-8de3-0d16b06eba80,2c988f6d-b0dd-4bae-b815-4f6f998ee2a0,Checking,Active,40592.89,17-01-2010
bb82a8b7-77a7-4534-9e16-4c69fe4cbe20,57515435-8abc-4f68-a4d0-c009f1a5ee91,Checking,Suspended,14560.95,12-06-2015
2774f525-0de0-442e-882e-f0d0761d3a73,2eb5e5a4-d846-4b0d-bde0-a206d1b74020,Checking,Closed,20577.74,20-03-2019
1e330257-e932-4a22-976e-74b1671e6c70,845e7c08-fb0b-4697-a72b-f113e671134f,Checking,Closed,14948.11,15-04-2006
4a5496fe-9d39-43e2-b4dd-83a56ea61281,f5a77245-516f-4c1e-890a-19e34b02a12e,Credit,Suspended,8709.7,19-01-2017
b6990a87-2c25-4124-8537-ed00f96c2cad,e12c6087-d2ec-48ee-8c29-602c2b77724b,Credit,Closed,6509.25,10-05-2003
bc750664-fe27-4b2a-bc84-2ab2a7e5457e,2db61d3f-508f-4c49-9dba-9f7eea651855,Savings,Suspended,16857.49,11-06-2002
a5a8237b-0867-4bbb-b857-3ada0f1754e6,f6e74f9e-f4b5-41b2-96b0-9f52785193a4,Credit,Suspended,6606.75,18-06-2001
eae0b202-8ab7-4993-bcb4-a8763621c36b,c41ba261-8ee1-430a-a042-bc015c915aa8,Checking,Active,19607.96,21-03-2007
7db4e409-d59f-42cb-88ba-964a9e967de0,d1387843-abcb-4f7d-89f7-3c242df8e85b,Checking,Active,21574.58,22-07-2017
8e57ba4e-baa5-4d48-8f9a-3335237f5e07,f0563b97-bd75-4a20-a24a-9af75afe3623,Checking,Active,30394.4,18-03-2013
209f672e-1b51-4c74-b212-643c237104ef,6fc75e5c-9a58-4a1b-80b6-43cda647ebde,Checking,Closed,24653.79,17-11-2010
d0c8f64f-71a4-4950-8a07-129a21320707,4150b927-2401-4ca8-b67d-9cfca60237e3,Credit,Closed,24564.42,04-12-2010
f575ad49-3469-47b7-a4c9-c906404bef13,faa04b66-3e42-4fea-9625-1491ea2ad98d,Savings,Closed,45358.29,22-03-2010
b433a645-cc5a-49ee-add4-0a463fba9b77,957bf87d-c982-4783-a5f3-58d24dbb5d38,Savings,Suspended,2027.18,05-10-2023
c0050701-1a7a-4b0a-b843-482b99d189b5,19eac5df-7209-4b60-b7dd-d53903941707,Savings,Suspended,14643.88,12-02-2003
eef08bc6-1860-40ce-8b3c-b7d1e2c64df1,0860e100-fde6-44cc-a56c-ac5808ab9658,Savings,Suspended,41762.38,29-11-2018
c1ab4e09-bac0-4c91-a135-3500ac5849e5,479ae60c-2822-48c9-9c91-45fac762e7df,Checking,Active,24278.97,28-02-2021
5936c689-9acf-4574-8494-e5ebb620ec4a,b981a84f-85f0-4ea9-9af6-a71476c74ceb,Credit,Closed,49090.88,23-11-2019
777fa076-bb5f-4c74-8d8c-9192e629de8d,e0d4222e-64c1-420a-9250-e3d7eb327b8c,Checking,Closed,22318.24,04-10-2007
1c150b0f-59b9-4af4-878c-60c6cbe3a8ec,d2aa5567-ae06-43d2-b55c-118691ba3471,Savings,Suspended,8188.92,07-02-2009
c1c1f911-ed29-45d6-a7ea-34c79afaced9,1d6321b9-89eb-43b3-8bdf-0f528de3d34b,Credit,Suspended,4709.77,28-05-2016
6119eda9-271b-4ac4-a651-2767d1ab319b,e7aa331b-b98a-4716-bbc7-f74bc725c778,Credit,Suspended,11237.32,04-04-2021
8d4e09b4-3973-4857-9666-570d5c667907,7fd708e9-396a-4cad-bd48-50a66fe50b6d,Savings,Active,21265.31,31-12-2018
216549de-e0df-421b-8ccd-e03d26c09cb2,5aab323f-fffd-48cc-9527-b696df3ecab5,Checking,Suspended,11051.16,14-07-2005
9222b915-74de-4883-8a3b-3bdf52558125,96a03fff-106b-4a34-a8ef-468ef1e242ee,Checking,Closed,17501.96,12-07-2000
0b1d61b5-9617-413e-b9d0-8079588daaa1,f38a8972-baf5-4c50-8bc5-b1b98b55728a,Credit,Suspended,37488.91,09-06-2007
13c4c2e2-80da-4a5f-a15d-63bfb11cb8b5,a2fd6d29-c4b5-47b6-ad50-57f10e081cb7,Savings,Active,38509.79,01-04-2009
75e8c36b-b29a-4dd5-b7ca-f1c4d98bcaba,fa3ff974-7ca3-44d4-9854-9a4269f6c956,Credit,Suspended,9589.71,15-02-2014
0c812682-301c-4df8-aba8-1d4eaf2e3f6b,cfc99fc8-ccb1-458a-9f30-959c12c218cc,Savings,Active,10145.46,28-08-2002
4061a21d-fb82-431f-9997-fe898e356393,394847ad-80ee-4577-9f14-5fc2e6c28e7a,Checking,Active,29043.28,18-07-2004
9b42d77b-1e0d-4cb9-8ad5-7946c9177ad0,5c08647a-ef48-4f11-939a-99e9d82dac83,Credit,Active,25829.98,09-11-2007
e432e9bb-1477-4224-a463-fbb569a9bdfd,f219b758-9d9e-4064-95d1-942ddd8def84,Savings,Suspended,34410.38,28-07-2013
89208849-9949-46a7-a42a-c799b4fc0f71,32693cc6-f2c5-4643-adc6-fec0426f96a2,Savings,Closed,4169.21,10-08-2011
cda90fa4-0179-4aa8-94f9-a0403f2924bb,5259bac2-ebe0-4094-8429-c10745ccdc04,Checking,Suspended,8893.72,09-05-2006
57c1854f-a8b3-42e5-a458-c689aec05930,edd6da9b-d5cb-4ddd-9ef7-59c0053ec0c1,Savings,Closed,45922.2,02-11-2009
b132e535-7684-483f-ac93-0fff8e4a14ba,d740bbc5-e637-43de-af19-b1693818ec1c,Savings,Suspended,39737.52,10-02-2002
453cf15b-20fd-4924-bbad-d4779aab47a1,7ffae33c-a86a-4df7-884d-1163db26fa80,Credit,Active,7561.18,01-04-2021
1a6da687-1d5c-4b91-b00c-262b40d7bc8a,f5d8fee7-5acb-4029-b260-ad7a113d8e88,Savings,Active,38129.18,25-01-2017
745dcd5e-3d25-43d5-9f2d-de3d3e0f0f3a,74ff8f5a-16a5-470e-b027-23163927203a,Savings,Suspended,41334.6,31-10-2022
ed1bab20-2a7c-4f31-8ef0-629bdc4439a7,ee70d1fc-a5fd-4854-93c5-2707d35c7f85,Credit,Suspended,15378.3,31-05-2014
14b08b14-f4d3-467f-8e0f-d75b961c212a,d2d5bc39-68ac-4d18-bcf9-20c26a813299,Savings,Closed,7934.14,16-01-2022
1e23b1e4-e8f4-4ae7-9879-5c8f36f9c9d6,cc0c16dc-0972-43ed-8c40-e40e831371f2,Savings,Active,16702.64,04-10-2005
7b8607d6-a4a9-4c9e-8ac3-2957eead2777,5c8a8aba-01cf-4a1a-acd6-47f3001f2637,Credit,Active,9873.6,09-03-2007
af4ace58-8695-442b-a70b-c35e3fee789b,cd933de9-ae96-48ac-9f72-77c32a585d91,Credit,Active,16995.38,18-07-2021
4340a766-a2aa-4c59-a269-dd0bfa297cb6,c7343d55-0851-47bd-91ae-6b76fdb213d4,Credit,Active,25005.76,13-11-2020
cf1e3e7d-9a40-4282-b7fe-eeb03d5811be,0b91d6a5-8bae-4c11-ba5e-ddbc1d49c568,Checking,Suspended,29674.42,03-12-2010
f4d25d08-1e32-410c-9e40-f5f2ee77ba02,98a662f7-a7fa-4aaa-81f7-60bdf4d2a091,Credit,Closed,40971.03,28-06-2014
896ba00e-855c-42ba-9561-8396ab833f44,5e99d797-def8-4815-887d-44b7670a7362,Credit,Suspended,20696.41,09-09-2019
b1085489-ed05-48ce-8819-e87479e64e2f,1a4189c7-df3e-4efd-ba09-41069149c527,Credit,Closed,28842.1,04-12-2022
568f0272-7d46-4917-bc46-7ddcfdf5d50a,285b9fa1-a074-4dd1-837f-41da063b2bae,Checking,Suspended,35787.52,04-10-2012
327c8a8b-4b28-42d7-a3d1-9a72fb05bba1,6fb6305d-158a-4b80-97fe-5ed54f7a7508,Savings,Active,49307.45,13-07-2014
8cfeb8f8-31bf-410f-bc70-7cfcea60d9a6,1f212ab1-1a19-4b82-afbc-71cb5f4fb9cc,Savings,Suspended,9048.32,23-03-2021
03edaadb-ff9b-4fb7-938c-d59fe18a78f8,9b4571b1-1882-454a-a4cd-e375bd95467d,Checking,Active,19488.33,06-08-2005
8693e375-0dfa-453f-95b6-4b3c08a42fdb,93c19aeb-0952-4917-a0e4-708ebdcd006c,Credit,Suspended,9729.8,10-05-2008
eb18fd5a-409c-4c41-b49e-6f814258ea8f,ecfbafaf-afa1-4e4c-aee3-85331de4fd1b,Savings,Active,49031.35,19-05-2018
52eb9cf9-2028-4d83-800b-d9a69fbbc0b1,91d8a26a-688d-42f0-becf-44ffa91297d3,Savings,Closed,8886.28,06-01-2005
a0186b25-f1fc-445f-9841-7ec8d0348a08,24d15dc7-cf4a-4d91-b27b-8246f4c6b01b,Checking,Active,41694.64,04-08-2017
3214af6e-d06f-46f7-8be8-8b0966c8c249,5b1ee138-43e8-4689-a699-72a2c7d7f6f5,Savings,Active,36478.63,09-02-2001
662f9a5c-36ac-4405-b207-eea2b8680396,44936837-2372-46c9-bff9-b8ae4fe72f95,Checking,Closed,34107.76,02-05-2009
d2324ee0-534c-4e8f-95bc-e2da6559947d,94c7c0d5-1131-49b6-8fcd-cec3397bfff1,Credit,Active,42529.32,08-02-2019
b77fd2e4-81a6-498d-b20f-7242a80c9348,2a8c472a-eeb8-4a72-9f59-d938bfaedbd3,Checking,Suspended,39112.71,28-02-2015
79f8e1bb-8dc5-4aa1-88b4-d7c978554c7a,12588604-a494-4d8b-a2bc-4fbd412f27cb,Credit,Suspended,27910.78,27-03-2017
4620dd43-9469-467b-9f35-7f1e8c7777f8,3ad72b94-1061-47e7-ae28-2af0760752b7,Savings,Active,10170.66,09-06-2018
b62a49d0-f849-4d6c-be92-d6b3e23eee67,82454e59-bf97-4596-a0f2-27a7f9b91b33,Credit,Closed,15397.48,12-08-2004
26e9b92e-2269-4e85-b88e-b2ed4937a7d2,ee3268ab-553f-45b1-8cef-7758b092c1bf,Checking,Suspended,29681.8,14-12-2007
9fe5ded1-9d3b-4962-bd2e-33fb57c6d67f,315d6d0f-f756-4d86-9a17-fddd23fb6990,Savings,Active,18335.57,03-05-2019
90e07f34-6161-4167-84ec-9003bcc25bda,d5af7948-0199-4fb4-9251-ae8dea0edcd4,Savings,Suspended,44818.75,15-08-2003
fbe4b6be-ec47-4d7c-a4bf-0d7396aa47c0,4698c63c-7f2e-4164-a017-a6d713ff6d5a,Savings,Active,20325.02,12-09-2005
7868ce89-3783-4160-8f2d-43b970fa9cf4,d71a2557-ee5f-45a2-9d7a-1dd6b827b8b8,Savings,Active,23120.9,07-06-2007
5a7506cb-c963-4be6-9a11-65855472d17b,b92f3281-2acf-441f-b428-3a7ce2adfaea,Checking,Active,1144.04,02-07-2014
dbec7d1a-a689-4d7a-a229-b615818a4752,c8b4093b-c4f0-4a97-a5db-f36dfe90b200,Credit,Closed,40650.54,26-07-2001
777e4d1b-78c5-40a9-96b8-114ee84e3b9b,620a939c-e4c9-4516-b058-f034d83d695a,Credit,Closed,30780.66,04-12-2001
6258b64e-e13c-4681-b93e-ddaf5f4f6dbb,81d44374-d579-43e5-ae44-e8a8d6c10970,Credit,Active,22777.66,01-04-2009
50d3e832-c274-4cec-ad89-827977ab9444,fde012ba-1d1f-4a23-a19b-0f605ac46f1f,Savings,Closed,34290.2,26-06-2013
d6c4d436-cfec-4fa5-bb6e-9d9ddbaeec3f,7efd9784-6460-48f5-a08d-eaba233bcc50,Checking,Closed,16408.94,19-07-2014
6d525133-fb87-418a-bfc1-985430238862,77a39c4b-00d0-49d2-b3a2-8eb5c30f8ddd,Checking,Suspended,1976.6,18-09-2021
aaaffa30-d445-4a34-b3bd-d34b657c2835,9720b5cb-5e0f-468d-bb55-29a0444c52ce,Credit,Suspended,27930.4,21-03-2011
f7217523-2671-4147-8439-77231c45b050,e3427e86-c29f-47c6-8be7-44c8a5843717,Credit,Closed,36927.47,21-02-2015
ffb684d5-c18f-43da-98a8-401895565d04,a71a0b23-e945-4b80-927a-a4bea4607a64,Savings,Closed,36545.41,06-01-2022
457ff1a1-0396-4712-8b3e-bfd34f54255d,58495ed3-4b5d-4d53-84a5-be0076dccf25,Savings,Closed,35032.35,05-08-2000
3055ff2b-fbe6-4f9e-a4fb-b4003b5ddfc1,78f82d6c-0308-448d-b028-1198e6547fd7,Credit,Suspended,48124.16,27-12-2012
5a399163-029f-4bdd-bcf8-a1ba3447f5d0,9baef7c6-8afd-4fb1-a601-fa66e9cf29b8,Savings,Closed,28908.01,15-01-2009
769a3d0e-159f-4c45-bb3b-0f1525dd4d03,206be2a0-f679-474d-8450-981b1574ea8d,Credit,Closed,41295.55,06-06-2020
106d422b-6dcf-4e2d-9dcb-c8ef4f978e36,cbb0d7ed-3071-4c2c-9825-ed273f7713fe,Credit,Suspended,42430.26,03-08-2010
9c76e6ab-d54c-496b-b84d-087921efafe6,0faad60b-af47-4572-b580-81a13ea6da7b,Credit,Suspended,46307.82,10-08-2002
f6c40612-7fff-4f1b-bd97-6da4553d5e1e,f0b987ca-411c-4642-968d-6dc762a81183,Credit,Suspended,35437.96,26-06-2007
c2976a4e-2113-4c62-8271-1a23246f4d23,73b4b580-ab7a-4552-8c64-b16e3b4624c4,Credit,Closed,39672.33,24-07-2014
7cb304ee-d5e2-4a04-98e0-dc06ef687d55,7ca3c9fb-8af0-417f-ac7f-daa1fd875a19,Checking,Active,44228.99,18-11-2003
a5edfe21-8f38-4b42-add5-42fc78b76bdb,ccda7c3e-bb05-4f55-9607-fca8ebc45808,Savings,Active,48533.33,18-10-2014
e1fd9bc8-0000-4f0c-8814-5ef4ad6e545b,a54195e1-b1b3-4e24-8f2f-abb5a30b9790,Checking,Suspended,49961.53,21-05-2011
877a7fbd-55d9-499e-81f4-f1b70ff628ab,f26b9caf-1c1c-4bc5-9824-5dcbbd35d029,Checking,Suspended,1149.26,19-11-2004
0bc4ae38-3e6d-4fc3-a208-6fdffc9e43a4,2cc5a63e-ca13-4977-8421-9a53171a6f81,Checking,Closed,13638.82,07-01-2002
dcad941e-cdc0-4d3b-b9ee-0ca845967d49,5df88f8c-0ebc-4239-908f-a6fa68af40cd,Credit,Suspended,3608.22,31-07-2019
3b675cd7-3177-42e6-89d7-3962527aaa7e,facf2844-0513-47a6-84eb-3bc7253ed119,Credit,Suspended,20942.74,06-02-2022
20eea57d-4494-4f5e-b4a0-c3b1ac293f77,2306e613-ef70-4821-a9ec-0268cb0a6081,Checking,Suspended,30306.02,28-09-2022
44bc9c9e-f0d4-4b4a-a795-9d0a9544b105,8a0b6794-8ae8-43c9-9538-e90b984bd3ee,Savings,Suspended,41373.38,07-06-2009
9389f1d8-ef29-4d96-acb4-f30ea453faf6,17291fee-0266-43a0-ac48-9a5598b3e41d,Credit,Active,26465.58,05-01-2012
2851aab0-43e1-4e25-b034-a7e415cb688d,715cc58e-16cf-4cc9-a3f1-3aa7f291ed73,Savings,Active,15576.54,16-09-2013
ce9248e8-2005-46c8-8d61-fac7521fe394,cc2fecae-586b-47b9-a24e-8925c054873d,Savings,Active,31848.32,03-10-2018
c1a496c1-eaef-4723-82c7-83d27f76bdee,f0cf7877-4b02-482e-9924-5a4cdda982fe,Credit,Closed,27527.67,07-06-2016
3e048aa1-8e4c-4ce1-a2c3-c7fbe8e9f9cb,129e4802-3aa0-45a0-aaa3-30c37e8da112,Credit,Closed,35470.66,22-05-2021
9b5ac3f6-acb3-4df7-b349-6a58d8a0134d,94936f47-cc00-46ce-affe-df4178e88fd0,Savings,Suspended,44169.57,11-02-2005
6ef17df8-8aa4-463a-8035-8b6ef2443be6,aa9b6d69-a10b-49ec-bb43-080d8e14a172,Savings,Active,48159.62,26-06-2004
56467cdd-b43d-4f29-8ecc-faa1cc153832,10f3235d-ac91-428e-a08f-6abf7890af55,Checking,Closed,34383.79,24-04-2009
2695aa64-c17f-43e4-a806-db942a982142,083c9cbe-ef95-4aba-be29-a8d4fcdbad66,Checking,Closed,41254.34,30-06-2013
0ac54ba8-3142-4557-8d0d-6fd54f3e9d15,7f1e5f6d-946a-4f75-80d1-12764b44932f,Savings,Active,21830.48,01-08-2016
0e7987e2-41f1-4e0c-9ae4-78ad15bd36ba,a4c47f18-89c1-46b4-8c1d-7249c39b858d,Savings,Suspended,44676.9,27-03-2001
193206d8-b3fe-41a5-b3da-dfaa10721199,25059d88-39e6-4ad9-8ab7-319ae285ce65,Checking,Suspended,9698.06,10-01-2011
a33ee02f-ae98-4b80-86e1-100882f095e9,e6500fe0-03ba-45e0-925b-83c2750320a9,Savings,Active,18330.97,04-01-2021
e5aa6dab-75f8-43d2-9ffc-e66e9ad7f39f,2c216682-25cc-4257-accf-898353cb6cc6,Savings,Active,13612.53,14-06-2014
2b20c1a7-acf2-40d5-b93b-0eb516a21fd8,316ccf20-0d90-4055-9d26-6583f32aa939,Savings,Closed,46566.54,22-04-2004
b5bfab83-f3c2-4f50-9892-222d4899eda3,cb4cfc4c-0ab3-49ef-89b3-5a7a95d3c535,Savings,Active,1059.74,21-08-2014
7e2270e4-7f75-4d35-964b-0b43200a8362,4ace3bd0-b05a-4324-adab-126be632419b,Savings,Active,11034.88,08-02-2008
1efd50f2-f666-4738-81f8-524a6afa2343,6001d2f3-d266-4270-8f78-187fe39585bf,Savings,Active,8294.52,10-11-2019
71a14bf2-cb00-4352-a62c-b60788ebf0c9,c64e4bbb-777b-4423-8f96-452ea3d44d8e,Checking,Closed,36146.75,23-02-2003
526479b8-08f6-498d-897a-788cb8f29407,abe301c3-69cc-4d3c-b7dc-a90af5e59e73,Savings,Suspended,11517.18,04-04-2012
53c59a62-b8a1-4df3-a603-5a3e163afe70,2d105b85-019b-4f6f-83ae-4b2043b28d76,Checking,Closed,15347.44,06-11-2006
bd70a12b-95d6-4847-846c-4f3cd5094ac6,a3326405-385e-4386-92de-b800609c62c6,Savings,Suspended,23673.96,09-08-2007
6f0729b8-427c-49c4-8fe1-32d39b23c1a0,e166d6f6-6c8a-4123-a2fa-1b97f4b7319e,Checking,Active,25803.12,04-06-2012
b63b98ec-3eb5-43e5-a223-738db47912c7,f69be622-5b8e-474f-9341-028eeb502ef1,Savings,Suspended,23040.02,26-04-2007
ca04fa04-6c35-4e77-b3ea-845de62fda98,f98024d3-0f13-447c-9b61-e6eeadfd0220,Credit,Suspended,20796.2,10-06-2006
0d20be66-35b9-4ac9-b1dc-82465f4949eb,e973890c-ff13-45e0-aba1-c74b53564a33,Checking,Active,10506.51,14-05-2010
a05f49d3-2038-4f99-99b9-1dea2a09164a,273a4dba-d2cc-4a19-9143-b3a3f2cffcd4,Savings,Active,27940.46,08-04-2002
8508732c-ed14-4115-b1b8-879d04d084fc,955be1e4-3cbd-47df-ae7f-12399bd0c88e,Credit,Closed,40232.81,14-06-2019
6e50b9be-6733-4497-83ff-b92610eaf220,c3d14e39-9624-484a-b457-9779e37e6b32,Credit,Suspended,48720.19,15-09-2009
84233c3c-df6e-4c3e-99bf-dec7b2f38c15,12d83f5c-621d-46fa-935f-8d5c203b53aa,Checking,Active,8586.04,10-08-2005
edb3233f-73e2-4a5c-bd5a-4bf62370f3be,25d5e3de-5291-47de-925a-4a176a1de3e1,Credit,Suspended,21620.9,14-09-2003
28050eb2-3930-4411-987d-4e84daf34efd,76e8e8fa-ad5b-45c5-970e-7ac85d38321e,Savings,Closed,49469.82,30-09-2002
a06b04cb-9af4-4c62-aeb6-6041c47804dd,c6f6d73b-f3a8-4ac2-863f-5c132e42af4f,Checking,Active,29180.71,05-08-2011
f8f19de5-5aa3-4043-bfc5-fe7618422c46,fafc98f2-ba3f-45c4-a7ab-056b6be16285,Checking,Active,28669.74,17-01-2014
6bf8e075-4f93-45ba-bd96-1d187f3078e6,fd833092-e690-4d2e-8810-bc65ba0fdcf4,Savings,Suspended,21403.52,30-07-2014
f3febdd0-3041-4efa-aff4-b453c29c0235,3a1fc5a9-82dd-442f-81fd-da30321298a5,Checking,Closed,38735.16,27-11-2021
cd1d4c85-fc81-4513-b0c9-6fa4a6e40b48,cfdacd9f-ad12-4199-b784-b104f4be7c74,Savings,Suspended,29530.31,10-11-2001
2e7ffaea-d885-49b7-ab2f-8bbfc6ee7d5e,f8ef9329-6c6e-44e1-8648-f5c703fe02fb,Checking,Suspended,25499.91,09-03-2004
fdd3a119-91b5-4f2c-9e9d-38e38eb52c24,a7adb29c-ec0d-4468-a47f-9c0461ecacba,Checking,Closed,6921.49,08-04-2008
9f1fabf5-dae4-4e1b-ac10-59d870cac418,138f6a06-a9f1-4cdb-910e-e346ba1b670f,Credit,Suspended,48474.37,22-01-2016
0a47cf2b-62db-4e67-9530-e6cfde923e3a,4255540e-e21e-4ddc-9068-28e24c2353ec,Credit,Closed,27395.58,08-04-2015
72ffaf19-4d33-4b70-a13e-cb693e249cdf,2a8e1c46-9dbe-4d58-b7f1-5eaf76019dca,Credit,Suspended,2221.37,02-01-2003
b6dbe3bd-dff9-43ad-8f98-064b24ef881b,1b435727-20d6-4a67-b5ec-c5a461f5fe79,Credit,Suspended,44521.7,07-11-2005
1c46eae3-59b3-4c74-be1b-edfdd23d118c,e26961f1-00e2-48b5-bc08-d20a45e31939,Savings,Suspended,7754.75,21-01-2015
38e3a2cb-e505-4b15-a274-c02c68f0f5cd,805751b1-143e-45af-896e-0dfea22c431b,Checking,Closed,2397.96,17-08-2000
4504ce0b-dd14-4017-ab51-3defaf772307,3394f43a-7df1-4d06-a54e-fb95c5bcaee6,Checking,Active,17709.47,28-06-2001
